station,metric,t0,t_sig,lead_min,event
NEWK,lepel_ziv,2024-05-10 21:00:00,2024-05-10 13:20:00,-460.0,20240510
NEWK,corr_dim,2024-05-10 21:00:00,2024-05-10 20:40:00,-20.0,20240510
TERA,entropy,2024-05-10 18:59:00,2024-05-10 11:20:00,-459.0,20240510
TERA,sampen,2024-05-10 18:59:00,2024-05-10 12:15:00,-404.0,20240510
TERA,permutation_entropy,2024-05-10 18:59:00,2024-05-10 15:05:00,-234.0,20240510
TERA,shannon_entropy,2024-05-10 18:59:00,2024-05-10 15:25:00,-214.0,20240510
TERA,spectral_entropy,2024-05-10 18:59:00,2024-05-10 18:05:00,-54.0,20240510
TERA,app_entropy,2024-05-10 18:59:00,2024-05-10 18:55:00,-4.0,20240510
TERA,hurst,2024-05-10 18:59:00,,,20240510
TERA,dfa,2024-05-10 18:59:00,,,20240510
TERA,mfhurst_b,2024-05-10 18:59:00,,,20240510
TERA,higuchi_fd,2024-05-10 18:59:00,,,20240510
TERA,katz_fd,2024-05-10 18:59:00,2024-05-10 18:50:00,-9.0,20240510
TERA,petrosian_fd,2024-05-10 18:59:00,2024-05-10 11:20:00,-459.0,20240510
TERA,lepel_ziv,2024-05-10 18:59:00,,,20240510
TERA,corr_dim,2024-05-10 18:59:00,2024-05-10 12:10:00,-409.0,20240510
IRK3,entropy,2024-05-10 21:39:00,2024-05-10 14:00:00,-459.0,20240510
IRK3,sampen,2024-05-10 21:39:00,2024-05-10 14:30:00,-429.0,20240510
IRK3,permutation_entropy,2024-05-10 21:39:00,2024-05-10 21:15:00,-24.0,20240510
IRK3,shannon_entropy,2024-05-10 21:39:00,2024-05-10 14:45:00,-414.0,20240510
IRK3,spectral_entropy,2024-05-10 21:39:00,2024-05-10 14:45:00,-414.0,20240510
IRK3,app_entropy,2024-05-10 21:39:00,2024-05-10 14:50:00,-409.0,20240510
IRK3,hurst,2024-05-10 21:39:00,,,20240510
IRK3,dfa,2024-05-10 21:39:00,,,20240510
IRK3,mfhurst_b,2024-05-10 21:39:00,,,20240510
IRK3,higuchi_fd,2024-05-10 21:39:00,2024-05-10 18:20:00,-199.0,20240510
IRK3,katz_fd,2024-05-10 21:39:00,2024-05-10 14:35:00,-424.0,20240510
IRK3,petrosian_fd,2024-05-10 21:39:00,2024-05-10 21:25:00,-14.0,20240510
IRK3,lepel_ziv,2024-05-10 21:39:00,2024-05-10 17:45:00,-234.0,20240510
IRK3,corr_dim,2024-05-10 21:39:00,2024-05-10 18:50:00,-169.0,20240510
DRBS,entropy,2024-05-10 21:55:00,2024-05-10 14:15:00,-460.0,20240510
DRBS,sampen,2024-05-10 21:55:00,2024-05-10 14:20:00,-455.0,20240510
DRBS,permutation_entropy,2024-05-10 21:55:00,2024-05-10 17:15:00,-280.0,20240510
DRBS,shannon_entropy,2024-05-10 21:55:00,2024-05-10 15:55:00,-360.0,20240510
DRBS,spectral_entropy,2024-05-10 21:55:00,2024-05-10 14:20:00,-455.0,20240510
DRBS,app_entropy,2024-05-10 21:55:00,2024-05-10 14:15:00,-460.0,20240510
DRBS,hurst,2024-05-10 21:55:00,2024-05-10 16:00:00,-355.0,20240510
DRBS,dfa,2024-05-10 21:55:00,,,20240510
DRBS,mfhurst_b,2024-05-10 21:55:00,,,20240510
DRBS,higuchi_fd,2024-05-10 21:55:00,2024-05-10 14:45:00,-430.0,20240510
DRBS,katz_fd,2024-05-10 21:55:00,,,20240510
DRBS,petrosian_fd,2024-05-10 21:55:00,2024-05-10 15:15:00,-400.0,20240510
DRBS,lepel_ziv,2024-05-10 21:55:00,2024-05-10 14:15:00,-460.0,20240510
DRBS,corr_dim,2024-05-10 21:55:00,,,20240510
INVK,entropy,2024-05-10 20:49:00,2024-05-10 13:10:00,-459.0,20240510
INVK,sampen,2024-05-10 20:49:00,2024-05-10 13:15:00,-454.0,20240510
INVK,permutation_entropy,2024-05-10 20:49:00,2024-05-10 13:25:00,-444.0,20240510
INVK,shannon_entropy,2024-05-10 20:49:00,2024-05-10 14:35:00,-374.0,20240510
INVK,spectral_entropy,2024-05-10 20:49:00,2024-05-10 13:10:00,-459.0,20240510
INVK,app_entropy,2024-05-10 20:49:00,2024-05-10 18:50:00,-119.0,20240510
INVK,hurst,2024-05-10 20:49:00,2024-05-10 19:55:00,-54.0,20240510
INVK,dfa,2024-05-10 20:49:00,,,20240510
INVK,mfhurst_b,2024-05-10 20:49:00,,,20240510
INVK,higuchi_fd,2024-05-10 20:49:00,2024-05-10 16:30:00,-259.0,20240510
INVK,katz_fd,2024-05-10 20:49:00,2024-05-10 13:10:00,-459.0,20240510
INVK,petrosian_fd,2024-05-10 20:49:00,2024-05-10 13:10:00,-459.0,20240510
INVK,lepel_ziv,2024-05-10 20:49:00,2024-05-10 16:00:00,-289.0,20240510
INVK,corr_dim,2024-05-10 20:49:00,2024-05-10 20:35:00,-14.0,20240510
