DATETIME;ATHN;MXCO;NANM;CALM;ROME;AATB;BKSN;JUNG;JUNG1;LMKS;IRK2;IRK3;IRKT;DRBS;NEWK;KIEL2;YKTK;KERG;CALG;OULU;APTY;NRLK;TXBY;FSMT;INVK;JBGO;NAIN;PWNK;THUL;MWSN;SOPB;SOPO;DOMB;DOMC;TERA
2023-04-23 04:33:00; 54.821;221.500;254.905;   null;121.900;1286.400;122.633;153.514;353.654;426.373;340.310;373.000;169.000;105.468; 88.770;171.813;211.467;216.393;284.776;103.184;166.378;121.680;100.000;208.670;189.090;261.910;201.780;211.790;113.160;218.050;134.100;278.620;  4.841; 17.530;113.533
2023-04-23 04:34:00; 53.816;217.233;265.499;   null;120.417;1303.000;121.593;153.163;352.400;424.351;346.410;379.000;173.000;105.336; 90.980;170.584;211.200;213.628;293.177;101.766;168.294;117.500; 95.867;206.800;188.620;255.450;201.140;197.830;118.920;219.518;135.950;282.680;  4.952; 18.819;110.882
2023-04-23 04:35:00; 54.215;218.700;256.853;   null;122.667;1284.000;123.909;157.090;357.203;430.379;346.480;378.000;169.000;101.812; 93.030;168.880;209.333;213.628;281.832;101.055;162.052;121.430; 94.267;209.810;184.820;   null;204.200;202.330;117.450;219.167;136.820;284.760;  4.266; 17.390;111.808
2023-04-23 04:36:00; 54.579;221.283;263.864;   null;122.600;1316.100;122.095;155.225;354.835;426.731;339.260;370.000;171.000;103.509; 89.340;166.104;213.200;211.340;281.650;102.823;171.072;121.150; 99.067;206.920;184.700;255.420;206.830;203.770;114.840;219.715;136.700;278.610;  5.212; 17.718;108.012
2023-04-23 04:37:00; 54.523;216.783;254.643;   null;123.433;1311.000;120.917;153.436;349.934;426.345;355.700;376.000;173.000;106.258; 91.310;167.099;208.133;213.412;287.889; 98.698;173.143;117.310; 99.333;204.380;178.880;257.010;203.070;204.190;117.690;217.887;134.420;283.570;  4.748; 18.588;107.428
2023-04-23 04:38:00; 55.102;216.617;260.593;   null;122.917;1306.700;123.191;158.120;348.488;429.824;356.710;376.000;171.000;104.024; 92.230;173.796;211.600;209.480;285.839;104.223;168.521;118.700; 96.533;206.130;186.340;256.420;197.750;206.030;111.420;217.000;137.650;285.860;  4.638; 18.434;112.264
2023-04-23 04:39:00; 54.625;219.350;262.508;   null;120.933;1277.700;119.867;159.682;348.983;421.618;350.880;380.000;168.000;109.263; 94.980;172.531;217.067;215.702;283.847; 98.539;171.062;119.360; 98.533;206.180;180.170;255.160;200.980;205.130;116.790;220.293;136.310;279.180;  4.861; 17.891;113.300
2023-04-23 04:40:00; 54.325;218.950;265.605;   null;122.917;1305.400;124.148;157.557;344.199;425.242;349.630;372.000;168.000;105.097; 91.480;173.511;213.200;211.554;287.222;101.578;171.456;125.880; 96.800;205.970;187.940;   null;198.840;201.890;114.650;221.868;137.340;283.990;  5.101; 16.863;113.991
2023-04-23 04:41:00; 54.145;211.900;261.725;   null;124.617;1294.000;121.906;155.433;350.856;425.917;349.130;375.000;172.000;109.993; 91.830;175.389;211.867;218.027;295.627;103.568;168.741;120.560; 98.800;208.840;188.790;259.920;206.710;203.670;115.330;222.813;135.820;282.040;  4.527; 16.819;114.337
2023-04-23 04:42:00; 53.862;222.650;263.152;   null;125.700;1289.600;122.320;154.278;359.237;422.603;350.210;372.000;165.000;108.187; 91.620;173.869;208.267;214.103;289.480;103.133;168.371;124.720;101.067;208.600;186.790;   null;203.490;201.600;118.100;221.677;136.790;277.000;  4.694; 18.253;112.955
2023-04-23 04:43:00; 51.995;220.833;259.463;   null;125.983;1265.700;123.167;154.345;350.404;416.719;347.700;367.000;165.000;103.774; 92.290;175.261;207.067;219.628;289.027;101.531;163.733;125.500; 98.133;208.160;188.830;   null;200.230;212.130;117.660;219.897;133.440;278.480;  4.917; 19.250;109.846
2023-04-23 04:44:00; 53.490;223.183;256.835;   null;120.767;1300.800;123.531;154.387;347.629;422.922;349.800;379.000;163.000;102.812; 88.220;170.628;211.467;208.367;285.903;104.257;165.142;117.060; 94.267;205.780;183.010;   null;201.030;203.220;113.880;227.572;136.330;275.730;  4.473; 17.119;116.409
2023-04-23 04:45:00; 57.085;217.850;260.611;   null;118.950;1293.100;121.032;152.534;348.052;424.590;350.160;373.000;166.000;104.989; 92.850;168.207;210.667;217.556;290.393;102.415;169.948;117.500;100.933;203.950;179.090;   null;198.970;199.680;118.400;217.648;135.600;281.090;  4.936; 17.756;112.153
2023-04-23 04:46:00; 54.986;225.283;260.767;   null;119.917;1293.200;122.169;157.925;356.867;427.519;339.700;375.000;168.000;109.740; 91.110;166.931;211.867;214.577;287.792;104.073;166.840;124.610; 99.600;206.020;184.060;   null;203.040;201.380;117.020;219.127;136.970;281.730;  4.547; 17.041;114.223
2023-04-23 04:47:00; 52.941;221.083;259.306;   null;126.017;1323.900;123.635;156.363;345.775;426.112;340.260;365.000;168.000;108.458; 92.720;175.882;208.000;215.957;293.010;102.444;166.804;122.020; 94.267;207.050;184.490;253.170;196.760;202.490;115.230;219.352;137.360;277.370;  4.936; 17.912;111.808
2023-04-23 04:48:00; 56.315;227.033;262.940;   null;122.383;1305.200;124.583;155.708;341.231;425.862;344.130;376.000;175.000;103.650; 93.890;171.610;210.667;211.127;281.514;102.473;166.752;122.430; 99.867;206.450;185.940;259.530;199.490;201.710;114.850;219.928;137.860;276.250;  4.862; 17.617;114.337
2023-04-23 04:49:00; 54.738;221.417;261.810;   null;122.633;1284.300;124.698;154.812;354.896;424.398;355.100;369.000;168.000;109.262; 92.720;173.526;209.733;214.577;290.897;104.491;167.855;121.380;100.533;212.050;181.580;258.430;200.040;200.820;114.300;220.810;137.690;284.140;  4.731; 18.005;112.498
2023-04-23 04:50:00; 53.466;212.800;260.766;   null;122.383;1305.400;122.700;155.659;351.152;425.265;344.280;374.000;165.000;105.224; 88.630;176.928;211.067;215.267;289.569;103.865;168.277;121.000; 94.933;205.420;186.850;262.760;200.730;204.620;116.920;220.068;136.250;284.360;  4.751; 18.803;110.427
2023-04-23 04:51:00; 53.614;221.700;261.201;   null;119.750;1293.400;126.487;159.174;350.378;423.608;345.780;382.000;165.000;104.828; 93.140;173.035;214.400;216.210;286.367;103.397;169.089;122.970; 98.667;206.790;181.720;   null;201.360;204.090;114.920;218.923;138.010;278.830;  5.029; 18.725;112.955
2023-04-23 04:52:00; 54.172;215.233;262.626;   null;117.500;1299.200;124.106;153.469;351.367;424.725;348.880;384.000;166.000;103.680; 91.320;170.783;206.800;213.887;292.199;106.417;165.879;116.400; 95.867;203.670;183.420;264.130;199.410;207.130;116.260;224.033;136.810;281.270;  4.863; 17.402;111.118
2023-04-23 04:53:00; 53.905;220.283;261.914;   null;122.517;1266.100;123.048;155.476;347.152;427.450;339.510;376.000;168.000;100.266; 92.200;177.763;214.400;212.292;284.723;102.587;167.881;127.360; 99.467;204.480;180.930;258.350;202.290;206.930;114.910;225.612;136.680;280.440;  5.141; 17.186;110.773
2023-04-23 04:54:00; 53.499;221.183;263.584;   null;119.817;1299.400;122.554;155.890;355.788;429.985;345.630;373.000;172.000;107.372; 86.220;174.402;208.133;214.360;285.096; 99.125;164.020;118.590; 99.200;208.620;189.180;255.450;195.510;206.140;117.520;223.872;136.870;283.300;  4.529; 17.728;109.392
2023-04-23 04:55:00; 52.792;220.200;260.975;   null;121.883;1290.300;120.379;158.428;359.449;424.802;346.510;373.000;168.000;105.269; 91.070;172.616;212.000;218.247;286.933;103.434;162.802;124.810;100.133;210.710;184.810;261.480;195.970;199.720;118.480;220.752;134.410;282.280;  4.659; 16.745;114.568
2023-04-23 04:56:00; 54.507;218.100;263.201;   null;123.550;1281.000;125.027;153.178;354.815;424.205;349.530;370.000;171.000;104.520; 90.680;172.919;218.400;213.412;295.981;100.385;169.140;121.610; 96.133;206.500;181.340;255.990;202.310;205.760;117.200;216.892;137.330;277.950;  4.510; 17.695;111.008
2023-04-23 04:57:00; 52.011;217.867;254.820;   null;121.283;1310.800;120.634;155.743;353.606;422.030;345.330;381.000;176.000;110.115; 89.890;173.460;210.533;214.794;288.305;104.373;172.856;121.200; 95.067;200.100;183.780;256.070;199.090;201.500;117.090;217.278;135.110;283.390;  4.566; 17.554;111.352
2023-04-23 04:58:00; 56.238;218.017;260.645;   null;123.317;1298.800;129.118;156.603;349.585;422.204;339.910;373.000;168.000;102.400; 90.390;173.433;212.133;213.887;289.509;102.661;170.995;119.900; 99.733;211.380;186.100;   null;197.570;201.990;116.490;219.777;136.770;284.900;  4.362; 18.659;109.047
2023-04-23 04:59:00; 53.586;220.533;259.810;   null;124.067;1300.700;122.693;156.280;343.592;425.915;341.680;379.000;173.000;102.870; 91.800;175.981;208.267;214.103;289.245; 96.768;171.142;119.380; 96.667;202.780;185.380;256.550;198.090;198.210;116.570;222.952;135.180;281.390;  4.232; 18.333;117.674
2023-04-23 05:00:00; 52.970;218.617;264.854;   null;122.283;1302.600;124.853;159.694;351.102;427.244;350.110;371.000;166.000;101.885; 91.240;175.058;209.333;210.437;286.774;104.981;175.504;120.270; 99.333;201.630;184.510;   null;199.860;206.010;114.820;221.698;137.700;282.870;  5.269; 18.546;114.223
2023-04-23 05:01:00; 57.198;221.967;259.219;   null;125.950;1295.800;123.625;155.874;343.996;419.227;344.430;372.000;165.000;101.650; 93.010;173.648;214.400;215.957;287.283;103.684;170.629;119.400; 96.667;207.350;180.170;   null;203.720;206.360;113.060;216.530;134.610;282.020;  5.157; 17.098;110.191
2023-04-23 05:02:00; 53.441;222.183;259.863;   null;122.183;1268.100;123.397;158.968;354.929;429.692;355.900;369.000;169.000;100.664; 89.910;172.090;211.200;215.267;286.843;100.591;172.199;121.950; 99.733;209.680;179.380;262.560;202.940;192.920;113.900;219.237;136.820;280.540;  4.657; 17.691;110.191
2023-04-23 05:03:00; 54.782;217.233;258.436;   null;119.700;1266.900;122.086;155.263;349.919;426.358;347.300;366.000;168.000;101.517; 89.190;174.538;206.533;219.628;283.008;100.002;169.069;121.560;100.000;209.120;183.000;   null;206.660;204.220;118.060;220.020;134.910;281.980;  4.545; 18.559;110.427
2023-04-23 05:04:00; 54.511;219.767;261.637;   null;126.650;1309.100;124.495;156.423;348.919;423.698;352.280;370.000;169.000;102.429; 88.560;176.991;210.533;212.722;292.624;100.296;167.493;123.700; 96.133;210.540;181.120;   null;202.960;207.390;117.430;221.593;137.710;280.440;  4.804; 18.451;115.718
2023-04-23 05:05:00; 55.882;219.400;260.437;   null;117.167;1302.900;123.111;154.107;350.889;423.167;350.810;374.000;166.000;108.424; 92.170;173.247;208.000;216.866;289.622; 99.442;166.966;120.680; 98.000;205.920;183.940;261.850;202.610;204.460;114.510;223.622;135.510;276.290;  4.730; 18.293;110.191
2023-04-23 05:06:00; 55.173;223.533;259.184;   null;121.217;1300.700;125.033;158.846;355.489;436.945;350.010;   null;175.000;104.416; 91.030;174.300;208.267;211.817;286.584;100.870;167.715;121.040;100.400;210.090;182.780;   null;199.560;206.560;117.950;223.598;138.130;279.690;  5.175; 19.044;113.533
2023-04-23 05:07:00; 55.245;217.717;261.185;   null;120.917;1317.500;118.998;155.688;357.677;427.445;348.800;373.000;167.000;104.690; 91.020;172.291;205.867;213.412;287.016;100.410;167.499;118.810; 98.533;208.180;188.050;   null;202.120;197.030;114.830;218.302;136.440;281.510;  4.731; 17.081;113.533
2023-04-23 05:08:00; 55.626;220.000;262.942;   null;118.267;1293.300;120.947;154.785;347.554;426.077;348.780;374.000;169.000;108.030; 87.240;174.401;209.200;212.722;282.205;100.373;163.963;124.130; 99.067;208.550;179.150;258.610;203.650;203.500;115.590;220.127;136.590;280.090;  4.454; 16.942;111.118
2023-04-23 05:09:00; 57.205;220.983;262.177;   null;119.733;1311.100;121.420;152.982;349.415;427.368;351.200;   null;170.000;105.031; 89.690;170.673;209.733;212.722;286.414; 98.882;164.540;118.200; 98.267;207.870;189.580;   null;195.430;199.530;116.960;221.333;134.300;284.760;  4.787; 17.751;111.228
2023-04-23 05:10:00; 54.732;220.067;259.080;   null;125.600;1295.000;124.441;150.328;344.361;426.512;344.210;372.000;165.000;107.004; 93.980;171.943;206.533;212.982;286.482;100.116;168.022;124.700; 99.467;210.440;181.360;260.690;198.850;202.830;116.050;216.655;136.390;278.270;  4.787; 17.861;110.427
2023-04-23 05:11:00; 56.990;221.883;259.950;   null;124.317;1295.500;125.711;155.275;352.257;421.925;349.500;383.000;171.000;102.370; 88.830;174.493;209.067;215.484;290.876;100.852;170.048;127.680; 97.333;210.580;186.490;263.630;199.500;203.820;114.210;222.243;137.940;283.460;  4.825; 17.924;110.082
2023-04-23 05:12:00; 53.805;221.867;260.158;   null;119.467;1292.800;123.888;153.217;352.738;431.638;342.900;374.000;170.000;104.429; 92.690;174.618;206.400;212.722;287.738;101.478;172.221;125.310; 96.533;211.380;186.390;261.100;205.100;199.600;116.590;218.258;135.430;271.450;  4.714; 16.429;111.697
2023-04-23 05:13:00; 55.312;220.267;257.148;   null;121.117;1296.500;128.171;153.610;352.942;432.378;348.900;379.000;170.000;103.345; 93.180;174.523;213.733;216.647;292.322; 99.655;168.935;121.430; 98.533;205.660;182.540;   null;201.250;205.820;118.200;222.430;137.190;278.760;  4.936; 17.720;115.489
2023-04-23 05:14:00; 53.964;220.733;257.705;   null;122.417;1250.600;121.261;157.290;348.781;421.124;344.300;376.000;163.000;110.010; 90.660;176.502;211.067;217.117;286.559; 99.593;174.040;120.040; 96.133;203.830;186.740;253.070;199.260;202.380;118.890;216.818;136.310;283.360;  5.010; 17.082;109.047
2023-04-23 05:15:00; 54.936;222.633;270.841;   null;121.283;1293.500;121.923;158.162;353.309;424.199;350.000;379.000;167.000;107.799; 89.130;173.243;207.867;217.337;287.628;100.745;167.193;126.810; 95.333;206.090;183.570;   null;199.000;201.770;115.300;222.742;137.030;279.040;  4.788; 18.128;111.808
2023-04-23 05:16:00; 54.070;217.383;260.315;   null;122.700;1287.000;121.614;155.137;345.699;430.809;343.310;374.000;167.000;103.183; 92.900;173.434;210.800;214.577;282.584;106.646;171.264;117.880; 98.533;202.090;184.180;261.440;201.440;198.850;117.660;219.560;135.100;284.440;  5.067; 19.560;110.427
2023-04-23 05:17:00; 53.450;217.867;258.297;   null;123.017;1318.300;126.487;154.742;352.044;433.280;345.900;381.000;171.000; 99.053; 91.180;180.465;210.400;220.096;286.243; 99.994;170.561;119.500; 95.467;205.190;188.700;256.880;200.290;208.340;117.660;222.992;135.670;285.520;  5.307; 17.923;111.008
2023-04-23 05:18:00; 52.564;213.933;261.342;   null;121.550;1290.100;119.903;156.128;355.714;427.156;347.360;   null;168.000;104.580; 86.520;174.363;209.333;217.117;292.791;103.328;164.205;125.840; 96.933;205.380;186.500;252.810;199.020;196.540;117.270;222.707;138.190;283.240;  5.232; 17.939;112.153
2023-04-23 05:19:00; 51.852;222.200;256.487;   null;123.600;1295.800;121.550;157.537;351.167;425.033;351.930;374.000;169.000;110.847; 89.990;176.912;212.667;211.390;286.842;101.609;172.005;124.950; 98.800;203.050;186.420;254.220;198.190;208.300;114.620;222.707;134.100;284.850;  5.529; 18.405;112.498
2023-04-23 05:20:00; 53.706;218.167;266.736;   null;125.383;1296.300;123.137;154.890;354.342;429.657;348.900;379.000;166.000;105.135; 90.970;171.493;212.800;213.887;290.847;102.916;170.611;120.950; 97.200;204.150;181.190;   null;201.160;211.520;113.710;218.817;133.440;279.650;  4.287; 17.345;107.905
2023-04-23 05:21:00; 56.516;224.050;260.402;   null;121.300;1305.400;119.867;155.397;354.094;424.359;348.110;382.000;172.000;102.016; 89.470;176.721;205.600;211.817;290.900;103.781;167.625;119.310; 95.733;204.970;184.480;254.110;202.720;202.250;114.690;222.622;139.030;281.770;  5.547; 16.492;111.463
2023-04-23 05:22:00; 54.285;225.850;262.195;   null;123.083;1322.800;126.202;156.835;354.360;423.899;349.660;373.000;169.000;101.405; 91.970;177.115;210.533;214.103;287.523;104.259;166.264;125.290;100.400;206.060;184.740;261.880;195.860;206.770;117.710;223.933;136.340;280.870;  5.381; 18.735;111.697
2023-04-23 05:23:00; 52.200;219.950;255.964;   null;121.400;1290.000;120.224;151.917;358.003;424.805;357.130;373.000;170.000;105.000; 89.550;170.091;211.733;214.577;288.613;104.322;168.414;124.950; 98.533;207.230;181.110;260.700;205.070;206.360;113.980;216.492;135.160;279.770;  4.510; 18.081;111.008
2023-04-23 05:24:00; 54.342;224.983;263.623;   null;125.300;1258.200;124.865;158.458;351.596;432.875;352.910;   null;168.000;102.315; 90.920;172.074;202.133;215.267;287.183;100.428;162.329;122.200; 98.667;210.120;183.190;   null;198.200;203.250;118.500;223.702;134.390;278.990;  5.067; 17.007;107.905
2023-04-23 05:25:00; 54.666;218.833;261.447;   null;119.333;1290.800;124.745;151.269;358.516;429.430;346.900;381.000;172.000;105.047; 91.510;173.406;210.000;210.437;289.213;103.483;167.023;121.590; 96.133;208.410;183.230;   null;203.130;204.390;115.110;219.938;135.250;283.390;  5.011; 18.624;114.223
2023-04-23 05:26:00; 56.569;223.200;258.435;   null;118.700;1292.700;125.625;155.655;356.716;425.336;347.200;389.000;169.000;106.722; 90.600;170.496;211.200;209.959;285.262;100.925;171.304;121.560; 98.133;208.490;179.770;256.220;203.010;207.280;114.690;220.633;132.400;280.260;  4.380; 16.957;109.047
2023-04-23 05:27:00; 53.954;218.750;259.114;   null;121.467;1313.700;122.341;154.723;353.641;421.972;355.300;373.000;166.000;103.329; 87.640;171.458;207.067;212.031;286.268;105.342;168.722;120.650;101.600;208.240;181.660;259.730;206.700;205.100;117.760;216.595;136.630;280.820;  4.861; 18.744;114.568
2023-04-23 05:28:00; 52.555;221.133;259.079;   null;123.000;1286.500;126.190;153.955;347.366;430.547;345.900;373.000;171.000;105.741; 91.930;172.348;210.667;214.103;289.425;102.121;172.272;119.880; 99.333;203.370;183.620;   null;199.780;201.470;113.450;213.945;137.490;282.130;  4.843; 17.655;112.498
2023-04-23 05:29:00; 55.886;220.350;261.448;   null;122.617;1309.800;130.163;156.186;347.480;430.840;341.800;379.000;166.000;109.405; 90.580;174.676;209.200;214.794;291.489;103.034;171.021;117.970; 97.333;204.710;182.670;260.340;203.430;209.060;113.320;221.923;138.120;285.170;  5.214; 17.436;113.188
2023-04-23 05:30:00; 54.418;223.017;263.678;   null;120.867;1270.100;124.303;157.019;351.645;421.589;353.600;384.000;171.000;102.996; 89.850;176.383;207.333;213.197;292.581;103.726;169.314;118.360; 98.000;208.740;182.730;   null;208.280;205.370;116.560;225.233;136.850;282.620;  4.935; 17.841;114.223
2023-04-23 05:31:00; 54.583;217.700;262.598;   null;119.967;1293.500;120.717;156.770;355.011;427.352;345.700;374.000;170.000;105.737; 90.250;170.077;215.333;215.957;285.650;105.455;168.183;118.610; 96.400;200.790;186.240;   null;198.460;212.670;116.060;214.468;135.570;277.750;  4.417; 18.294;111.463
2023-04-23 05:32:00; 52.967;211.217;260.455;   null;122.967;1308.900;123.542;158.444;351.767;420.915;341.100;376.000;168.000;104.230; 90.580;170.169;210.400;212.292;285.318;100.866;161.502;122.700; 97.333;203.540;184.430;   null;203.280;200.040;117.370;216.285;134.090;274.690;  4.380; 17.671;110.537
2023-04-23 05:33:00; 51.988;220.517;257.441;   null;121.733;1303.500;124.928;156.616;357.553;420.570;351.700;378.000;168.000;101.939; 89.970;174.635;211.067;211.390;289.993;101.749;168.883;127.680; 99.733;208.940;185.700;252.750;198.000;199.060;118.990;223.672;133.950;278.010;  4.787; 16.828;110.882
2023-04-23 05:34:00; 53.997;220.517;259.410;   null;121.217;1268.500;123.905;157.088;354.031;426.754;358.880;376.000;168.000;112.714; 89.550;175.949;208.267;212.982;289.026;102.202;171.733;123.520; 99.733;208.360;187.640;262.740;203.520;207.200;117.010;229.188;134.700;276.730;  4.454; 17.899;113.646
2023-04-23 05:35:00; 57.577;218.783;263.173;   null;119.433;1302.400;121.509;156.839;350.711;424.252;342.260;370.000;165.000; 99.780; 90.360;176.426;207.600;213.887;288.867;106.893;171.630;120.790; 95.867;206.440;184.770;   null;200.100;203.780;115.620;218.963;137.670;277.570;  4.305; 18.288;113.991
2023-04-23 05:36:00; 55.969;217.583;263.940;   null;123.600;1294.000;122.261;154.382;353.952;425.232;349.130;   null;169.000;107.103; 91.680;170.127;213.067;217.117;291.037;105.513;167.303;123.860;100.267;205.950;184.290;263.960;200.770;205.870;118.750;218.465;135.930;278.390;  4.954; 17.571;113.646
2023-04-23 05:37:00; 53.640;216.383;260.978;   null;124.000;1307.400;122.284;157.557;348.929;425.097;345.630;380.000;172.000; 99.765; 92.870;174.339;215.067;215.957;287.883;100.299;163.875;120.470; 99.333;204.760;189.410;   null;198.960;204.390;117.040;221.085;134.360;278.420;  4.731; 17.369;114.223
2023-04-23 05:38:00; 51.826;218.433;262.860;   null;125.850;1300.300;119.854;157.672;351.558;424.180;355.010;378.000;166.000;109.798; 93.340;167.583;210.133;214.577;278.646;101.440;162.456;121.680; 99.200;211.250;184.310;   null;200.800;205.210;114.180;219.357;138.530;281.310;  4.602; 18.041;109.846
2023-04-23 05:39:00; 55.704;222.017;259.201;   null;122.900;1296.300;124.571;158.480;343.113;422.647;354.800;379.000;168.000;100.837; 91.440;171.115;210.800;212.078;283.155;104.678;168.803;120.970; 96.000;210.350;181.770;257.020;202.500;209.220;114.690;221.232;137.250;278.290;  4.973; 17.684;109.501
2023-04-23 05:40:00; 55.371;217.817;262.842;   null;124.400;1305.100;123.774;155.609;352.266;425.992;349.460;378.000;166.000;102.583; 88.450;174.448;211.067;213.197;286.514;101.101;164.588;122.560; 94.800;209.320;185.220;   null;201.350;204.080;117.950;222.727;137.170;283.400;  4.732; 17.497;106.392
2023-04-23 05:41:00; 54.378;218.917;265.003;   null;122.333;1305.000;125.932;159.176;352.836;424.111;344.300;378.000;170.000;109.021; 89.870;173.697;213.333;215.267;284.500;103.879;163.641;120.110;100.133;203.700;192.420;   null;197.860;209.810;116.540;224.153;135.050;285.380;  4.621; 17.934;113.646
2023-04-23 05:42:00; 52.803;224.000;253.904;   null;122.517;1297.200;120.252;152.579;358.153;427.423;348.580;   null;170.000;104.432; 92.260;174.885;210.133;215.739;285.778;104.736;168.968;122.150; 96.667;207.240;186.370;   null;197.020;199.000;116.700;226.722;138.860;285.290;  4.936; 17.353;113.300
2023-04-23 05:43:00; 53.226;220.233;261.030;   null;122.133;1300.200;124.478;151.707;346.637;427.792;349.800;387.000;168.000;107.792; 90.710;175.912;206.933;216.647;285.181;100.111;170.116;120.860; 96.133;203.610;181.650;256.520;205.120;212.400;120.220;217.512;138.200;277.010;  4.602; 17.279;109.155
2023-04-23 05:44:00; 53.757;218.133;262.390;   null;124.033;1276.200;122.279;151.563;348.336;424.632;346.880;370.000;169.000;110.167; 90.300;172.506;210.000;211.127;282.750;103.175;170.294;121.400; 96.267;204.000;184.210;258.960;207.270;205.200;116.590;216.365;137.730;276.610;  5.122; 18.341;110.882
2023-04-23 05:45:00; 54.302;214.083;259.114;   null;125.267;1290.000;125.883;157.132;351.100;427.962;343.310;368.000;170.000;101.446; 88.610;169.173;212.133;210.437;292.112;101.605;170.152;121.400; 98.667;205.950;187.740;258.350;200.910;207.570;114.840;225.193;136.750;287.300;  4.269; 16.752;113.878
2023-04-23 05:46:00; 53.139;223.200;264.324;   null;123.117;1315.000;123.413;156.734;358.116;431.010;346.800;383.000;170.000;107.817; 90.630;170.213;213.467;214.360;293.927;105.403;167.238;125.430; 97.333;203.890;181.310;258.870;204.220;205.080;116.680;218.317;137.940;279.830;  4.362; 16.784;110.191
2023-04-23 05:47:00; 58.280;222.817;262.616;   null;124.667;1308.300;122.266;154.681;349.022;418.213;352.860;376.000;164.000;106.868; 92.260;171.389;214.133;215.957;295.900;101.994;164.461;124.970; 97.733;206.380;185.450;   null;202.250;208.380;113.320;220.988;136.910;280.550;  4.992; 18.013;111.919
2023-04-23 05:48:00; 52.877;224.083;257.632;   null;120.750;1297.200;126.793;156.317;352.881;427.349;344.760;371.000;167.000;105.622; 92.240;172.279;210.800;214.794;286.044;100.847;170.324;118.810; 97.600;204.590;185.930;261.970;198.550;205.140;113.340;225.073;135.750;276.310;  4.825; 17.608;108.012
2023-04-23 05:49:00; 53.292;215.517;258.277;   null;120.433;1313.700;123.570;154.826;356.464;422.377;351.830;375.000;169.000;111.690; 90.150;175.881;212.400;213.197;287.344;101.269;167.288;122.560; 99.867;206.080;182.930;256.640;202.320;197.830;114.150;219.593;137.320;275.370;  4.917; 17.496;111.102
2023-04-23 05:50:00; 54.670;215.900;257.527;   null;122.267;1287.000;123.229;155.159;355.562;419.330;348.130;385.000;169.000;108.701; 93.150;172.752;209.200;211.127;290.670; 99.015;169.705;123.430;101.200;208.230;183.510;   null;201.430;210.050;113.350;220.800;136.710;282.490;  4.937; 17.902;113.878
2023-04-23 05:51:00; 56.708;216.817;261.031;   null;119.617;1292.500;119.579;153.001;352.387;429.137;349.480;380.000;167.000;110.773; 88.650;170.443;213.867;214.103;287.202;100.229;167.472;120.200;100.000;205.470;183.330;262.510;202.620;198.040;115.300;218.818;135.950;279.980;  4.547; 17.779;111.573
2023-04-23 05:52:00; 53.375;216.967;262.738;   null;123.850;1297.500;127.468;153.921;353.387;430.332;355.700;374.000;176.000;102.201; 93.670;173.937;211.067;213.197;288.931;100.258;170.566;120.380; 97.600;208.920;186.820;267.590;202.400;203.110;117.660;216.293;134.700;278.260;  5.121; 17.293;113.300
2023-04-23 05:53:00; 53.873;218.050;262.024;   null;120.017;1279.000;121.590;157.321;349.005;427.888;352.360;376.000;169.000;100.866; 87.540;164.015;213.867;211.127;287.249;100.471;170.259;120.520; 95.600;208.720;185.470;   null;202.960;194.770;116.750;222.703;136.390;280.700;  4.788; 17.420;113.646
2023-04-23 05:54:00; 52.811;221.033;260.943;   null;123.067;1293.400;123.614;155.439;359.103;429.807;349.030;381.000;174.000;102.956; 89.870;174.880;211.333;212.982;285.672;102.567;169.843;122.360; 96.000;211.120;186.190;   null;198.370;206.650;113.340;222.192;136.140;279.790;  4.548; 17.673;112.955
2023-04-23 05:55:00; 56.379;225.883;260.333;   null;118.300;1294.600;120.097;156.694;355.046;426.416;352.530;377.000;169.000;109.005; 91.840;173.518;212.667;210.437;290.211;102.034;170.071;121.840; 97.867;202.370;183.680;258.160;195.920;205.420;117.060;220.973;135.350;282.100;  4.843; 16.518;114.568
2023-04-23 05:56:00; 55.218;217.050;257.563;   null;123.217;1303.200;124.407;159.201;356.714;426.196;347.110;377.000;167.000;101.064; 92.190;172.806;210.000;208.367;285.409;100.490;168.450;123.790; 98.133;206.440;188.920;255.370;197.590;198.020;116.040;222.027;137.720;277.840;  4.659; 18.666;111.808
2023-04-23 05:57:00; 54.023;218.867;256.430;   null;119.633;1275.600;126.372;154.734;356.060;423.189;353.700;381.000;167.000;101.951; 92.060;171.395;212.533;213.197;281.733;103.836;161.352;116.770; 99.067;208.230;184.080;257.790;205.920;200.980;116.950;220.025;135.850;280.450;  4.584; 17.514;110.301
2023-04-23 05:58:00; 54.648;215.850;260.194;   null;120.800;1298.600;125.503;155.699;361.250;425.945;350.400;377.000;171.000;106.352; 91.570;175.071;212.133;211.817;291.713;104.802;167.353;120.900; 96.933;204.560;188.260;262.880;198.440;204.260;117.290;219.025;135.440;281.000;  4.678; 18.092;109.501
2023-04-23 05:59:00; 54.687;214.283;261.605;   null;122.350;1306.000;125.871;157.898;355.775;425.890;345.500;376.000;170.000;105.595; 89.110;173.288;211.200;214.360;286.898;105.869;167.606;121.610; 97.067;204.930;184.370;260.410;197.680;194.670;118.220;220.378;137.410;283.050;  4.659; 17.784;110.537
