DATETIME;ATHN;MXCO;NANM;CALM;ROME;AATB;BKSN;JUNG;JUNG1;LMKS;IRK2;IRK3;DRBS;NEWK;KIEL2;YKTK;KERG;CALG;OULU;APTY;TXBY;FSMT;INVK;JBGO;NAIN;PWNK;THUL;MWSN;SOPB;SOPO;DOMB;DOMC;TERA
2024-03-23 14:34:00;   null;216.100;258.396; 67.850;123.675;1289.000;120.203;151.885;353.329;403.824;339.860;410.500;105.816; 88.175;165.538;206.000;214.109;275.299; 99.358;162.311; 95.067;202.195;177.680;   null;198.145;208.000;112.265;225.650;131.355;268.985;  4.498; 16.500;109.785
2024-03-23 14:36:00;   null;220.708;256.622; 70.783;120.758;1281.500;118.473;151.146;347.153;401.253;337.995;399.500;105.353; 88.665;167.016;205.067;203.911;276.417; 99.105;163.539; 94.267;201.285;174.735;245.500;197.180;203.010;113.340;226.740;126.770;267.900;  4.718; 16.476;109.091
2024-03-23 14:38:00;   null;220.450;260.172; 69.125;124.341;1297.150;119.237;152.174;347.112;401.973;339.100;412.000;103.206; 92.500;164.351;207.600;208.446;274.383; 99.750;165.179; 97.133;198.200;175.600;251.400;198.850;203.185;114.535;227.300;126.520;270.090;  4.709; 16.690;108.185
2024-03-23 14:40:00;   null;222.717;255.747; 69.492;119.750;1273.850;119.464;151.694;351.348;401.006;338.790;410.500;105.682; 91.655;166.820;204.800;210.120;273.628; 98.280;162.711; 92.000;195.425;174.295;255.400;193.880;201.895;114.950;229.400;129.910;267.985;  4.929; 16.911;106.798
2024-03-23 14:42:00;   null;220.816;254.655; 70.908;121.458;1274.950;119.972;153.898;343.864;400.035;342.320;407.000;102.824; 90.390;162.370;205.467;210.331;273.258; 99.776;161.049; 95.267;201.025;176.505;249.500;197.720;204.695;114.970;226.050;127.590;269.480;  4.409; 16.466;105.733
2024-03-23 14:44:00;   null;219.025;260.093; 70.617;122.025;1298.000;122.503;155.013;349.766;403.079;339.450;402.000;105.998; 88.000;168.168;202.067;208.612;270.346; 99.508;162.238; 94.933;197.980;177.335;   null;193.915;203.025;114.375;229.020;127.875;266.035;  4.620; 16.899;109.038
2024-03-23 14:46:00;   null;220.809;259.177; 69.933;120.775;1288.750;118.260;150.981;347.337;403.364;339.635;410.000;104.759; 87.550;165.324;203.000;208.609;274.615; 99.279;163.693; 94.000;196.240;175.940;   null;194.110;204.390;112.170;225.740;129.265;270.350;  4.955; 16.602;107.172
2024-03-23 14:48:00;   null;221.691;258.922; 73.317;121.217;1286.700;120.345;154.681;344.770;403.223;340.555;415.000;107.908; 92.265;166.502;201.000;209.743;275.357; 98.311;162.468; 96.067;202.195;175.415;   null;197.410;200.540;112.610;229.820;130.990;266.545;  4.548; 16.230;107.439
2024-03-23 14:50:00;   null;220.708;257.831; 71.275;122.575;1298.950;117.444;152.701;347.619;401.989;340.605;405.000;104.891; 89.485;169.849;204.733;209.531;274.467; 97.886;165.841; 98.333;200.890;173.540;   null;197.740;204.890;114.040;227.155;128.085;265.105;  4.556; 16.761;110.956
2024-03-23 14:52:00;   null;218.925;256.473; 72.358;120.125;1292.350;117.759;147.772;349.777;408.838;337.300;409.000;105.242; 90.960;167.899;202.067;213.030;273.339; 99.528;161.315; 94.733;199.875;176.475;   null;196.940;200.320;114.490;227.810;130.845;271.325;  4.582; 15.679;109.677
2024-03-23 14:54:00;   null;222.659;257.801; 70.308;119.650;1291.750;120.099;148.389;350.365;407.277;337.445;406.500;105.874; 92.070;169.032;205.600;212.168;274.852;100.957;164.144; 95.000;194.660;178.165;246.600;195.200;199.435;112.570;227.200;130.005;269.825;  4.238; 16.403;108.610
2024-03-23 14:56:00;   null;219.108;256.854; 71.042;121.675;1274.150;118.517;154.646;342.891;403.464;339.295;412.000;103.683; 89.425;165.173;203.800;209.909;273.080;100.008;160.674; 95.200;202.870;175.925;250.900;196.855;204.260;114.850;225.240;128.725;268.630;  4.687; 16.506;109.938
2024-03-23 14:58:00;   null;220.341;258.781; 67.967;121.158;1291.400;120.383;152.544;348.103;407.804;339.930;405.500;104.825; 88.075;168.705;202.200;210.498;274.305; 97.984;165.096; 93.733;199.800;171.095;249.050;199.500;201.270;115.585;227.225;128.220;268.450;  4.413; 16.873;109.834
2024-03-23 15:00:00;   null;217.500;260.286; 71.233;124.016;1291.100;116.472;152.057;348.720;408.065;335.750;406.000;104.035; 88.620;164.182;203.000;212.491;270.822; 98.284;163.973; 95.867;198.535;179.635;244.900;196.195;199.550;112.650;226.750;128.480;273.240;  4.554; 17.034;109.994
2024-03-23 15:02:00;   null;224.492;256.288; 72.817;123.500;1297.550;123.486;151.531;352.208;400.178;339.815;413.000;103.099; 87.845;164.756;203.467;215.131;274.895; 99.263;164.417; 97.200;199.895;175.960;250.900;195.420;203.390;114.220;228.350;128.075;270.075;  4.439; 17.167;108.930
2024-03-23 15:04:00;   null;221.534;258.747; 66.567;121.875;1300.600;119.252;150.469;348.582;404.730;337.280;405.000;103.030; 91.030;165.589;203.467;210.604;272.393; 97.908;162.962; 97.267;198.980;179.065;   null;198.670;199.935;113.875;224.495;130.365;265.665;  4.800; 16.473;108.026
2024-03-23 15:06:00;   null;220.050;256.982; 69.733;120.759;1286.100;120.757;150.929;347.082;402.459;340.510;407.500;104.579; 89.845;166.733;203.733;208.988;273.695; 98.867;162.424; 94.733;199.475;177.325;245.200;197.110;207.010;112.485;232.635;128.410;269.845;  4.386; 17.157;108.983
2024-03-23 15:08:00;   null;218.567;259.802; 72.075;120.633;1291.650;120.683;150.896;348.764;401.773;345.495;406.000;103.265; 89.850;162.866;201.533;212.598;274.172; 98.827;161.917; 96.800;199.915;176.855;249.300;200.195;200.380;114.090;224.355;126.390;270.460;  4.491; 16.527;109.409
2024-03-23 15:10:00;   null;221.142;255.582; 69.900;120.500;1293.100;117.325;153.221;352.916;405.205;340.990;403.500;103.594; 90.175;164.898;202.467;210.816;272.005; 98.287;164.387; 93.600;200.725;178.925;   null;196.970;201.755;115.205;225.380;127.780;266.870;  4.932; 16.918;111.430
2024-03-23 15:12:00;   null;220.400;254.831; 69.100;124.517;1292.100;124.270;152.471;343.232;401.607;341.045;410.000;106.426; 89.785;168.239;203.733;210.816;275.036; 99.506;161.225; 96.533;200.235;175.865;   null;198.335;206.175;113.040;228.300;128.470;268.590;  4.686; 16.999;109.514
2024-03-23 15:14:00;   null;219.591;258.104; 69.617;122.617;1292.350;120.502;151.764;346.758;405.867;338.390;407.000;104.109; 88.900;170.648;205.733;207.521;276.419; 98.079;166.627; 93.867;202.365;175.355;   null;197.565;204.020;113.545;225.960;129.570;271.810;  4.588; 16.970;109.564
2024-03-23 15:16:00;   null;219.975;254.884; 66.867;119.442;1279.350;118.156;151.884;349.794;407.307;339.050;408.500;103.993; 88.990;168.449;203.467;206.075;272.396; 99.287;163.528; 94.267;195.460;175.935;249.800;199.170;209.795;112.975;230.870;128.325;271.310;  4.102; 17.040;107.172
2024-03-23 15:18:00;   null;220.800;259.892; 70.142;119.400;1284.200;120.905;151.326;344.855;404.780;342.555;413.500;108.349; 88.470;173.465;202.467;210.817;270.191;101.330;160.844; 97.067;201.115;174.400;247.200;198.280;203.950;110.800;227.505;130.195;270.070;  4.965; 16.863;107.757
2024-03-23 15:20:00;   null;219.925;256.533; 69.717;124.467;1289.850;121.173;151.834;342.428;408.651;339.595;405.000;102.496; 90.690;163.191;201.667;210.923;275.304; 98.326;165.656; 96.400;200.805;176.495;247.350;196.610;199.645;112.155;229.480;127.220;268.235;  4.718; 17.062;108.502
2024-03-23 15:22:00;   null;219.184;254.883; 69.658;122.534;1271.700;121.210;148.859;347.669;404.400;338.105;405.000;102.509; 89.720;165.421;202.667;208.066;272.024; 99.113;160.590; 94.067;198.140;179.410;248.900;199.460;203.455;113.710;228.180;128.830;268.435;  4.427; 16.204;110.148
2024-03-23 15:24:00;   null;221.683;255.909; 73.508;120.500;1292.150;119.069;150.940;344.513;400.040;342.255;404.000;104.969; 89.485;167.730;204.200;206.282;274.462; 99.072;164.389; 95.000;200.340;179.390;249.600;196.865;199.000;112.255;225.175;128.660;268.915;  4.709; 16.690;107.385
2024-03-23 15:26:00;   null;222.583;260.276; 68.150;122.425;1287.450;120.030;151.610;345.937;400.069;332.055;408.000;107.452; 88.090;168.198;202.067;209.094;268.509; 97.759;162.694; 95.733;199.950;173.435;245.000;196.910;207.250;113.195;225.195;128.335;266.665;  4.779; 16.644;107.386
2024-03-23 15:28:00;   null;219.450;261.969; 71.792;119.900;1263.600;120.749;150.415;347.017;408.143;338.565;406.500;106.011; 88.910;165.549;198.800;208.233;274.053; 99.263;161.341; 97.467;198.435;174.725;250.700;197.800;196.710;113.815;226.460;131.935;270.155;  4.515; 16.688;110.040
2024-03-23 15:30:00;   null;217.317;257.087; 71.900;122.558;1291.200;120.972;150.818;346.648;402.869;333.965;410.000;103.397; 88.625;170.075;202.000;207.206;275.244; 99.897;161.528; 96.200;199.840;176.850;253.100;198.335;204.780;113.790;222.305;128.410;268.850;  4.400; 16.902;111.208
2024-03-23 15:32:00;   null;219.150;253.745; 68.975;119.942;1290.600;118.543;150.254;350.355;405.549;341.305;408.000;106.513; 89.930;167.070;201.800;208.611;274.230; 97.849;162.749; 97.733;197.300;176.005;247.900;199.500;207.080;112.855;225.905;129.800;271.565;  4.409; 17.175;107.705
2024-03-23 15:34:00;   null;216.125;256.071; 69.742;121.025;1290.250;120.918;152.253;356.656;399.557;338.885;410.000;104.583; 89.260;166.743;201.267;208.234;271.931; 98.976;164.093; 94.600;201.450;173.450;250.900;197.725;201.735;113.060;226.080;127.625;267.690;  4.417; 17.475;109.243
2024-03-23 15:36:00;   null;221.409;257.473; 68.842;125.417;1274.500;119.470;151.331;347.073;408.784;339.815;407.500;107.553; 87.495;168.535;202.867;207.207;272.399; 95.945;165.298; 95.600;199.340;175.325;245.800;194.740;204.840;112.890;229.775;129.710;269.585;  4.803; 17.563;108.076
2024-03-23 15:38:00;   null;219.350;260.041; 71.017;121.883;1278.950;117.541;152.214;350.323;412.198;338.280;408.500;104.290; 89.520;163.764;205.000;204.735;275.148;102.186;164.294; 96.133;199.820;178.955;245.950;199.645;201.075;113.340;226.880;127.835;270.490;  4.548; 16.846;108.287
2024-03-23 15:40:00;   null;223.950;258.365; 69.658;119.725;1279.800;121.528;154.658;345.440;401.481;337.535;406.500;103.921; 88.800;166.683;203.133;213.515;274.326; 98.969;162.904; 94.400;195.955;177.310;246.300;198.275;202.485;112.775;226.990;128.700;270.870;  4.486; 17.178;109.880
2024-03-23 15:42:00;   null;221.900;258.446; 68.342;122.392;1279.800;119.494;152.332;349.588;405.022;337.910;414.500;102.467; 88.995;163.861;203.467;211.143;270.866; 99.180;159.368; 97.800;196.160;176.215;248.300;198.550;207.720;112.145;226.090;129.550;270.180;  4.239; 16.291;106.854
2024-03-23 15:44:00;   null;219.883;260.555; 68.967;119.967;1284.150;122.118;151.786;344.172;406.508;342.490;406.500;105.280; 87.810;168.839;201.800;208.882;272.263; 98.722;161.634; 94.733;197.955;177.055;249.900;199.385;201.420;113.130;224.800;128.655;271.325;  4.556; 16.560;108.129
2024-03-23 15:46:00;   null;219.875;258.726; 72.967;122.475;1297.700;120.008;150.746;343.979;401.742;334.880;407.000;103.385; 90.950;168.569;204.200;210.557;271.084; 99.588;161.598; 97.000;201.905;175.835;249.400;201.015;200.120;113.170;224.720;130.515;265.070;  4.766; 16.799;109.243
2024-03-23 15:48:00;   null;218.125;257.190; 72.208;122.800;1262.000;119.471;149.848;355.321;405.353;338.510;402.500;103.103; 88.325;168.218;202.333;211.308;270.125; 99.745;163.900; 93.533;199.625;176.000;248.450;196.895;201.220;112.035;226.035;128.365;268.365;  4.492; 16.148;109.775
2024-03-23 15:50:00;   null;224.025;257.651; 74.825;119.442;1277.850;117.863;152.866;347.004;406.715;338.805;407.000;106.267; 88.390;169.173;203.400;209.378;274.564; 97.986;164.275; 96.400;199.545;177.035;252.050;196.525;203.015;110.185;228.085;128.105;268.490;  4.685; 16.844;110.358
2024-03-23 15:52:00;   null;223.900;256.599; 69.117;123.325;1288.350;121.800;153.569;347.149;401.541;341.535;409.500;105.537; 88.725;168.243;202.733;210.126;273.784; 96.780;158.985; 95.200;202.900;173.610;243.600;195.835;197.980;112.920;226.275;128.760;269.705;  4.649; 16.085;109.667
2024-03-23 15:54:00;   null;217.016;259.602; 71.892;123.917;1293.750;122.624;150.344;346.717;405.994;338.140;405.000;104.448; 88.080;162.580;201.933;209.921;270.593;101.326;164.674; 95.533;197.110;176.330;247.400;194.610;200.675;115.040;230.805;130.270;273.345;  4.772; 16.569;106.962
2024-03-23 15:56:00;   null;222.883;257.631; 68.858;123.408;1295.700;122.022;151.878;355.172;406.660;341.790;404.000;104.512; 86.650;167.304;201.733;208.520;269.747; 99.317;161.647; 96.133;197.175;174.770;249.350;195.215;203.015;113.045;228.975;126.755;270.615;  4.235; 16.856;109.612
2024-03-23 15:58:00;   null;221.725;253.101; 69.950;123.208;1278.400;117.714;147.150;342.016;403.359;339.935;409.000;104.635; 89.315;168.711;204.800;212.655;271.969; 99.857;162.467; 94.600;199.185;175.825;248.400;197.085;198.790;112.700;227.345;129.185;271.655;  4.587; 17.631;111.362
2024-03-23 16:00:00;   null;224.008;257.472; 71.508;118.167;1274.800;122.714;152.201;353.215;403.022;343.930;404.500;103.801; 88.375;161.216;202.533;205.140;271.685; 96.878;164.767; 96.800;197.685;179.325;246.650;197.500;197.810;114.705;228.020;129.145;271.725;  4.657; 17.194;109.613
2024-03-23 16:02:00;   null;221.892;259.507; 69.425;122.358;1285.600;121.696;149.062;344.050;405.923;338.855;410.500;103.276; 87.760;166.274;204.667;209.062;269.253; 97.777;165.767; 94.867;198.025;176.935;247.500;199.540;205.855;113.180;227.200;128.550;270.010;  4.525; 16.569;110.512
2024-03-23 16:04:00;   null;223.425;258.588; 70.258;121.350;1271.350;121.864;153.375;345.936;408.933;336.405;406.000;104.014; 88.375;169.800;204.067;207.455;273.751;101.245;160.725; 96.067;196.835;178.635;248.100;197.395;201.615;115.475;228.540;129.075;270.655;  4.525; 17.748;109.028
2024-03-23 16:06:00;   null;221.483;256.692; 71.342;121.441;1304.050;120.959;149.611;345.270;410.308;333.765;404.500;104.372; 89.335;164.664;205.467;212.600;271.166; 99.691;166.120; 93.600;198.385;175.435;254.600;196.160;203.075;113.765;225.790;132.210;270.805;  4.877; 16.503;106.378
2024-03-23 16:08:00;   null;220.817;255.705; 71.700;120.391;1275.800;120.043;153.097;340.678;409.225;333.750;410.500;104.939; 90.470;164.296;203.000;209.120;268.530; 98.361;163.842; 97.000;201.915;174.860;   null;195.825;204.165;113.370;226.485;130.090;268.445;  4.270; 16.739;109.667
2024-03-23 16:10:00;   null;221.825;259.602; 70.750;122.050;1297.550;118.357;150.363;346.706;403.297;335.605;414.500;108.679; 90.195;166.365;204.400;209.388;275.482; 97.658;163.132; 96.000;200.140;175.180;247.400;199.710;203.495;113.865;225.345;129.790;269.545;  4.542; 17.333;110.408
2024-03-23 16:12:00;   null;220.200;257.627; 69.033;122.816;1295.750;117.002;148.637;346.501;405.817;339.245;408.000;103.353; 87.265;170.930;203.133;208.803;270.563; 99.751;160.783; 94.600;198.860;176.740;250.100;199.945;201.205;113.805;227.080;128.850;270.395;  4.902; 16.698;107.439
2024-03-23 16:14:00;   null;219.167;255.217; 69.608;122.559;1281.800;119.218;149.806;345.634;403.284;338.130;409.500;105.200; 88.370;169.807;203.933;211.209;270.473; 99.907;163.793; 92.667;197.640;174.600;247.700;196.185;198.665;112.360;226.975;127.730;269.685;  4.691; 16.868;108.394
2024-03-23 16:16:00;   null;219.684;256.647; 73.742;123.700;1292.100;120.635;151.008;351.355;403.389;340.915;408.500;105.674; 90.230;164.492;202.400;209.502;274.626;100.417;163.196; 94.067;198.960;171.855;248.400;195.525;202.905;113.820;225.510;129.690;274.390;  4.313; 17.170;109.931
2024-03-23 16:18:00;   null;224.709;255.795; 73.317;124.333;1259.650;122.319;150.519;348.109;401.457;336.430;407.500;105.604; 88.465;165.983;202.200;208.384;275.113;101.318;162.340; 96.333;199.135;177.830;   null;194.845;210.020;111.985;225.235;129.410;270.115;  4.066; 16.905;106.908
2024-03-23 16:20:00;   null;217.908;254.266; 75.217;122.483;1288.750;120.925;152.767;349.520;403.263;338.560;416.000;106.599; 87.460;169.850;200.400;210.621;272.477;100.010;163.553; 94.200;197.380;175.910;241.700;196.830;200.345;113.915;225.660;126.785;269.230;  4.321; 16.168;107.915
2024-03-23 16:22:00;   null;221.925;258.326; 68.600;121.050;1287.750;119.958;150.999;350.735;402.824;332.930;404.000;108.211; 88.565;167.720;202.933;207.096;271.526;101.768;164.242; 96.800;197.925;173.205;247.000;198.550;200.170;112.375;227.740;129.005;266.130;  4.602; 16.950;109.081
2024-03-23 16:24:00;   null;222.208;256.786; 66.625;121.966;1300.050;122.494;151.810;346.484;403.951;334.245;410.500;105.720; 88.325;168.585;201.733;211.047;271.658; 98.084;164.458; 94.400;199.200;176.265;248.900;194.865;202.355;113.620;227.595;129.450;268.130;  4.574; 16.602;108.074
2024-03-23 16:26:00;   null;223.033;257.695; 69.000;122.592;1286.900;122.244;151.042;352.013;407.596;337.530;404.000;104.169; 90.250;163.577;203.667;208.640;270.874; 99.092;163.491; 96.200;200.605;175.405;   null;193.665;205.665;113.790;225.055;128.415;268.530;  4.530; 16.397;109.821
2024-03-23 16:28:00;   null;220.909;259.557; 69.233;123.017;1275.750;120.142;150.398;344.832;404.261;338.205;408.000;106.849; 88.745;165.518;205.133;208.745;273.930; 98.396;164.731; 94.600;198.780;176.505;253.600;196.720;205.060;112.680;223.445;129.480;267.475;  4.529; 16.522;110.879
2024-03-23 16:30:00;   null;219.500;255.813; 70.758;121.083;1275.750;119.777;152.793;343.314;406.239;336.755;408.000;102.403; 90.755;167.469;204.133;209.494;269.351; 98.922;164.895; 95.800;195.545;176.610;247.950;200.845;205.540;112.555;223.435;128.950;263.525;  4.274; 16.939;108.868
2024-03-23 16:32:00;   null;220.084;256.513; 69.958;124.941;1296.750;120.259;150.009;346.337;405.092;344.055;415.000;103.714; 88.625;170.019;201.200;209.060;277.300;100.850;161.475; 94.533;200.085;176.130;251.200;194.725;204.835;112.305;228.610;130.045;270.870;  4.475; 16.915;108.973
2024-03-23 16:34:00;   null;221.909;259.048; 67.242;121.966;1283.950;121.851;151.992;348.948;405.756;337.005;403.500;104.271; 88.200;167.371;202.667;212.973;272.566; 99.809;161.549; 93.667;199.680;176.760;   null;194.990;199.290;113.295;231.565;129.670;270.775;  4.325; 16.746;110.299
2024-03-23 16:36:00;   null;221.200;259.917; 69.033;123.341;1275.400;120.722;150.558;344.088;404.456;338.980;409.500;101.479; 90.755;167.165;203.733;209.119;275.427; 97.967;159.305; 95.000;194.920;173.485;   null;194.230;200.090;113.775;227.050;128.655;268.260;  4.545; 16.509;109.289
2024-03-23 16:38:00;   null;217.733;256.852; 73.958;121.983;1270.850;121.346;151.261;348.576;405.677;339.445;411.000;104.438; 88.275;163.326;201.867;208.475;272.620; 99.775;165.632; 95.467;197.410;176.260;   null;196.335;207.675;112.610;228.405;126.785;266.595;  5.026; 16.698;109.291
2024-03-23 16:40:00;   null;223.242;258.980; 72.108;122.008;1292.800;120.241;150.839;348.049;403.990;331.795;413.000;104.992; 87.225;167.703;197.867;209.976;273.063; 97.948;159.909; 94.733;195.200;173.950;242.900;198.100;204.275;114.740;229.430;127.625;268.630;  4.463; 17.358;108.496
2024-03-23 16:42:00;   null;222.258;256.834; 69.925;121.475;1285.850;119.847;152.488;343.511;402.758;337.465;407.000;102.090; 90.135;170.775;204.267;206.601;275.323; 97.321;162.306; 96.867;196.755;175.345;248.200;196.705;203.970;113.320;228.890;128.230;268.080;  4.191; 16.729;110.299
2024-03-23 16:44:00;   null;220.667;256.680; 66.117;123.433;1286.500;122.253;153.453;345.403;407.107;335.865;408.500;106.909; 90.340;170.420;202.067;206.662;275.806; 97.311;160.903; 95.133;200.165;175.305;   null;201.200;202.060;115.150;229.485;128.245;267.395;  4.779; 16.594;108.074
2024-03-23 16:46:00;   null;221.500;258.198; 73.233;121.242;1277.250;121.592;152.567;351.375;398.527;339.140;413.000;106.170; 89.635;162.986;203.533;209.072;270.708; 99.443;162.087; 94.000;200.260;179.675;247.300;197.060;203.385;112.780;228.035;128.040;272.570;  4.506; 16.667;106.854
2024-03-23 16:48:00;   null;220.034;257.758; 73.758;121.892;1252.350;120.735;150.222;348.490;399.736;336.740;413.500;107.351; 90.080;167.249;203.133;210.676;270.592;100.499;164.284; 94.733;197.880;176.220;248.900;196.365;203.340;113.500;223.405;128.700;267.570;  4.656; 17.240;108.074
2024-03-23 16:50:00;   null;220.625;256.743; 69.875;120.900;1287.100;121.333;152.529;346.285;409.395;339.555;405.500;105.053; 88.665;168.559;202.400;210.674;271.068; 99.862;163.396; 94.133;199.425;180.790;254.500;196.020;201.305;110.860;229.445;127.660;267.765;  4.541; 17.519;108.233
2024-03-23 16:52:00;   null;221.475;256.743; 72.450;120.592;1291.250;121.438;153.432;347.140;399.503;338.970;411.000;101.678; 88.350;166.434;203.400;209.072;268.518; 99.212;165.376; 92.733;198.260;176.385;248.000;194.340;204.195;112.485;222.660;128.555;268.820;  4.681; 16.451;108.021
2024-03-23 16:54:00;   null;222.017;255.394; 70.725;124.392;1280.500;122.962;151.631;348.920;409.685;338.755;403.500;104.488; 89.885;162.836;202.800;209.446;272.945; 98.834;163.325; 96.333;197.830;176.135;244.700;195.495;201.900;114.080;229.625;128.520;270.080;  4.769; 16.615;105.744
2024-03-23 16:56:00;   null;216.892;261.865; 69.392;121.483;1284.200;120.625;153.953;344.059;398.820;340.255;404.500;103.966; 88.780;168.614;204.533;209.446;270.624; 99.019;163.366; 97.267;200.550;177.255;246.700;198.220;204.645;111.800;227.265;128.070;271.945;  4.531; 17.775;108.815
2024-03-23 16:58:00;   null;221.433;257.277; 71.342;121.542;1280.700;118.056;147.557;350.005;403.157;338.960;404.500;105.365; 89.350;169.558;201.867;213.077;273.934; 97.893;161.447; 94.667;196.090;175.780;248.700;196.235;201.275;114.055;228.825;128.780;270.805;  4.338; 17.235;110.402
2024-03-23 17:00:00;   null;220.800;256.842; 69.083;119.958;1291.500;118.402;151.062;348.925;400.693;339.300;405.000;103.269; 89.550;165.173;201.400;211.584;269.042; 99.730;163.306; 95.400;200.430;179.610;249.000;194.395;205.930;110.545;228.500;130.160;268.340;  4.514; 17.390;107.543
2024-03-23 17:02:00;   null;221.008;258.794; 68.692;122.517;1271.450;114.548;151.234;349.903;399.453;339.085;407.500;105.189; 91.090;164.011;202.667;206.245;269.851;100.019;163.635; 94.267;201.970;177.735;245.000;198.745;204.290;112.640;227.830;128.885;268.420;  4.567; 16.858;110.031
2024-03-23 17:04:00;   null;222.317;258.427; 69.775;121.034;1279.450;118.165;150.911;350.720;408.387;336.305;406.000;101.282; 89.270;169.403;203.867;215.586;271.612; 98.238;162.372; 94.067;199.070;176.470;243.650;196.470;206.180;114.430;225.890;128.530;271.370;  4.830; 16.513;111.880
2024-03-23 17:06:00;   null;220.625;256.493; 73.850;121.042;1297.750;120.468;152.629;350.405;407.186;335.350;407.500;104.756; 87.590;165.337;203.733;209.446;272.466; 99.470;161.338; 96.200;196.315;180.075;250.700;195.745;201.365;111.835;229.030;126.905;268.410;  4.522; 16.475;108.497
2024-03-23 17:08:00;   null;219.175;254.185; 69.833;119.750;1279.450;121.720;154.897;343.757;404.114;335.035;413.000;102.942; 90.525;166.756;201.333;208.698;275.898; 98.501;162.092; 96.000;199.810;177.790;248.200;197.175;206.185;113.160;228.560;129.185;268.370;  4.714; 17.185;108.389
2024-03-23 17:10:00;   null;221.516;256.517; 68.217;118.067;1284.300;119.735;149.147;349.375;404.626;345.005;404.000;105.222; 89.045;171.293;200.667;212.171;273.901; 98.317;162.905; 93.600;197.440;172.785;250.000;195.675;204.895;112.995;223.585;127.745;269.005;  4.432; 17.461;110.239
2024-03-23 17:12:00;   null;219.000;257.601; 69.425;122.358;1283.350;121.960;151.897;347.922;402.897;339.695;409.500;105.190; 88.110;167.308;201.200;208.160;275.482; 94.571;162.824; 95.800;198.110;177.750;   null;198.025;202.990;114.250;231.415;126.450;270.845;  4.651; 16.792;107.279
2024-03-23 17:14:00;   null;219.025;257.133; 71.000;120.359;1281.600;118.367;151.645;345.428;402.120;337.085;406.000;104.453; 89.125;164.781;204.667;209.765;272.094; 96.678;165.641; 94.800;194.905;176.035;251.100;196.045;201.165;115.355;229.230;128.320;271.425;  4.686; 16.458;107.860
2024-03-23 17:16:00;   null;221.742;249.755; 70.000;123.833;1275.650;119.759;149.682;347.029;402.855;337.220;403.500;102.277; 91.790;168.521;205.267;208.265;271.776; 98.170;162.117; 95.000;199.205;178.040;250.400;194.775;200.415;112.625;227.870;128.745;268.180;  4.386; 16.852;108.653
2024-03-23 17:18:00;   null;219.759;258.499; 72.650;123.617;1270.550;121.572;151.177;344.772;405.319;336.805;407.000;106.576; 86.145;170.935;203.067;209.764;273.287; 99.318;163.010; 94.533;196.415;175.080;   null;195.540;202.495;111.815;229.730;128.375;271.665;  4.360; 17.376;109.287
2024-03-23 17:20:00;   null;218.716;258.480; 70.267;119.050;1272.400;121.960;150.332;344.505;403.327;338.135;403.500;104.431; 89.175;165.010;201.133;209.013;269.712; 98.911;163.776; 95.800;200.575;175.505;252.050;199.925;207.155;114.905;228.060;128.380;266.270;  4.607; 17.194;108.124
2024-03-23 17:22:00;   null;217.283;252.602; 71.867;121.825;1278.000;118.769;153.390;345.044;404.212;337.695;408.000;105.000; 91.560;168.418;203.867;211.263;270.870; 98.227;162.257; 96.467;196.380;177.840;249.400;194.790;198.520;114.005;223.865;129.175;271.190;  4.878; 17.452;108.759
2024-03-23 17:24:00;   null;223.941;258.993; 72.900;121.934;1274.000;122.320;150.297;349.218;399.843;338.435;405.500;105.140; 88.620;166.436;201.600;207.141;273.448;102.138;164.634; 94.000;198.745;182.780;248.400;196.150;206.295;112.335;225.540;128.070;267.670;  4.825; 17.260;107.014
2024-03-23 17:26:00;   null;222.133;257.568; 70.008;120.425;1289.750;120.364;152.537;349.329;409.125;337.710;408.000;107.674; 90.560;162.139;203.867;212.386;271.435; 98.857;160.537; 93.800;199.720;176.180;245.100;192.820;198.515;114.390;228.670;129.290;267.470;  4.780; 16.726;108.069
2024-03-23 17:28:00;   null;217.284;258.265; 73.025;122.300;1261.000;119.921;151.157;346.314;401.889;338.010;411.000;103.264; 87.015;163.411;202.867;210.887;273.177; 99.601;163.992; 93.733;199.410;173.140;   null;201.485;202.200;113.320;227.845;130.145;268.290;  4.306; 16.769;109.443
2024-03-23 17:30:00;   null;221.442;260.204; 70.583;121.425;1294.850;119.052;149.984;346.910;402.617;335.205;406.500;105.121; 88.795;165.891;201.933;215.647;271.593; 98.927;163.513; 97.133;197.795;177.525;248.600;197.630;201.920;113.665;224.420;128.155;268.700;  4.454; 16.959;109.813
2024-03-23 17:32:00;   null;224.359;259.214; 72.225;121.716;1288.700;120.950;150.182;350.467;405.347;338.905;406.500;104.264; 89.230;165.744;203.933;211.422;272.163;100.445;164.638; 93.667;197.120;174.030;   null;195.250;206.090;115.630;226.840;129.160;267.815;  4.524; 17.144;108.070
2024-03-23 17:34:00;   null;223.816;256.442; 70.400;121.817;1278.250;120.272;148.940;345.009;407.904;335.745;409.000;104.544; 90.705;168.758;204.733;207.576;273.341; 98.223;163.643; 96.667;197.800;177.455;248.900;198.680;200.945;114.570;225.045;129.435;270.010;  4.884; 16.753;107.119
