DATETIME;MXCO;NANM;CALM;ROME;AATB;BKSN;JUNG;JUNG1;LMKS;IRK2;IRK3;DRBS;NEWK;KIEL2;YKTK;KERG;CALG;OULU;APTY;TXBY;FSMT;INVK;JBGO;NAIN;PWNK;THUL;MWSB;MWSN;SOPB;SOPO;DOMB;DOMC;TERA
2024-05-10 09:45:00;218.500;261.365; 69.267;119.967;1270.000;117.388;154.382;332.482;428.671;   null;408.000;102.534; 88.060;166.421;208.133;209.263;271.779; 98.786;157.557; 94.267;195.160;180.030;244.800;198.080;212.920;113.840; 26.920;230.970;127.870;267.680;  4.298; 17.223;109.021
2024-05-10 09:46:00;221.250;259.437; 74.717;124.217;1291.200;117.642;153.747;327.891;429.520;   null;404.000;108.412; 89.870;166.670;204.533;211.786;275.214; 94.342;162.639; 95.600;201.270;178.100;253.000;195.160;197.260;114.690; 26.450;221.850;128.790;266.290;  4.481; 16.687;109.644
2024-05-10 09:47:00;217.750;253.532; 72.217;121.033;1274.000;120.400;154.630;332.255;427.964;   null;418.000;103.610; 89.200;172.474;205.600;209.960;278.377; 95.002;158.348; 91.467;203.880;177.110;   null;196.610;205.080;112.550; 25.850;225.680;127.210;265.310;  4.316; 17.298;108.289
2024-05-10 09:48:00;219.650;255.950; 74.550;121.117;1306.700;121.884;155.081;330.134;431.248;   null;403.000;103.123; 91.100;163.305;203.467;209.756;275.231;100.453;161.817; 95.867;196.270;176.460;   null;196.270;205.320;111.080; 26.390;227.330;128.210;269.550;  4.753; 16.887;109.021
2024-05-10 09:49:00;217.267;263.345; 73.667;121.417;1259.700;118.683;152.186;327.926;432.703;   null;406.000;104.222; 90.500;165.101;202.667;203.364;278.236; 99.453;157.105; 97.600;200.100;177.040;   null;197.610;205.330;114.320; 26.510;233.330;126.070;264.510;  4.097; 16.932;113.777
2024-05-10 09:50:00;222.017;260.174; 70.733;118.683;1250.800;118.399;156.140;331.850;422.256;   null;401.000;105.709; 88.710;155.387;204.933;213.397;279.498; 98.665;161.385; 97.200;200.410;176.710;   null;197.240;206.260;111.860; 26.380;227.790;130.410;268.590;  4.443; 17.147;111.216
2024-05-10 09:51:00;217.700;260.507; 69.983;122.867;1270.800;117.929;153.356;325.788;429.794;   null;405.000;103.750; 92.960;164.542;200.000;205.893;276.483; 98.908;161.489; 95.200;192.430;175.890;   null;195.710;199.900;113.050; 26.490;227.960;127.830;270.670;  4.680; 16.229;106.720
2024-05-10 09:52:00;221.200;257.127; 70.300;126.200;1275.300;118.730;156.535;321.939;432.139;   null;414.000;100.149; 89.620;166.800;204.133;214.305;274.550; 97.841;165.465; 93.067;197.030;174.510;252.000;198.670;204.140;115.570; 24.790;229.270;126.780;269.150;  4.298; 16.397;109.171
2024-05-10 09:53:00;224.733;259.212; 70.533;121.433;1274.800;116.598;153.217;327.557;429.956;   null;397.000;105.113; 86.220;166.318;210.133;215.223;275.398;100.079;159.229; 95.467;199.040;173.770;   null;195.520;201.290;110.860; 26.600;225.280;126.810;266.320;  4.589; 17.635;111.726
2024-05-10 09:54:00;221.767;255.221; 68.983;122.783;1268.200;119.263;151.877;331.213;424.327;   null;413.000;104.470; 88.100;164.383;203.467;210.874;281.197; 97.608;157.222; 92.933;201.900;173.780;247.800;197.530;201.600;114.020; 26.030;227.600;130.720;268.140;  4.662; 16.791;108.698
2024-05-10 09:55:00;219.433;258.389; 70.967;123.117;1283.500;117.492;155.619;332.236;430.341;   null;410.000;101.659; 87.890;168.413;202.667;208.135;278.289;102.729;159.782; 93.067;197.590;179.380;   null;200.580;204.410;112.050; 26.260;229.260;128.070;265.020;  4.626; 17.729;109.063
2024-05-10 09:56:00;226.167;256.131; 69.567;126.417;1280.200;119.100;154.140;331.666;426.763;   null;403.000;104.989; 88.940;164.782;202.267;207.427;275.428; 96.978;161.542; 95.333;199.630;178.700;247.100;200.670;209.980;111.120; 25.590;233.960;129.440;267.210;  4.844; 17.209;108.333
2024-05-10 09:57:00;217.750;261.873; 74.183;121.367;1289.500;117.652;149.709;325.742;426.338;   null;402.000;102.829; 88.550;170.892;206.400;207.429;272.038; 99.635;160.188; 96.800;199.940;179.620;245.800;197.690;205.100;112.020; 26.110;227.110;128.700;265.860;  4.882; 16.583;112.345
2024-05-10 09:58:00;227.567;253.752; 76.650;121.117;1280.000;119.450;153.494;331.376;430.886;   null;407.000;105.515; 88.110;164.303;202.667;210.385;281.388; 97.495;161.811; 94.000;201.170;174.310;245.200;196.650;200.520;114.970; 25.810;229.380;128.080;267.110;  4.699; 16.843;108.698
2024-05-10 09:59:00;222.217;253.543; 69.683;122.017;1287.200;113.930;149.899;334.222;432.303;   null;413.000;105.725; 88.830;160.606;204.667;209.685;276.804; 98.520;160.656; 96.400;194.900;175.360;249.900;196.470;204.980;114.320; 26.220;228.120;128.490;269.980;  4.518; 16.401;112.822
2024-05-10 10:00:00;226.233;252.266; 71.950;122.267;1263.300;116.645;150.987;328.053;422.376;   null;402.000;103.796; 87.140;167.922;203.600;209.681;267.945; 98.436;167.400; 94.000;203.750;173.280;243.100;201.320;194.450;114.590; 26.230;228.430;131.010;268.840;  4.482; 16.834;109.171
2024-05-10 10:01:00;218.017;260.928; 73.667;120.050;1260.000;115.372;153.008;328.294;424.903;   null;409.000;102.449; 86.520;168.585;204.267;206.939;278.063; 96.735;158.648; 97.067;201.220;177.390;245.600;197.240;199.930;111.760; 26.610;221.200;129.910;271.010;  4.902; 16.821;107.968
2024-05-10 10:02:00;218.217;254.786; 71.200;121.833;1272.600;116.103;151.250;333.863;426.985;   null;403.000;106.840; 86.560;165.300;208.533;208.058;271.426;102.231;163.037; 92.933;199.430;175.290;   null;196.940;209.700;113.790; 25.570;232.570;127.280;268.010;  4.883; 16.316;105.050
2024-05-10 10:03:00;223.583;261.785; 70.033;118.400;1287.700;119.213;154.889;335.616;429.321;   null;405.000;102.860; 89.840;163.959;207.733;203.479;274.534; 95.575;158.453; 95.867;197.220;175.880;250.500;195.860;195.410;111.750; 26.520;232.760;130.680;267.150;  4.902; 17.525;110.522
2024-05-10 10:04:00;216.683;252.810; 71.217;124.000;1286.200;118.801;151.028;327.982;433.001;   null;407.000;105.314; 87.880;163.281;207.467;208.482;276.923;101.708;164.062; 94.667;201.580;181.620;251.200;192.960;200.270;114.790; 25.890;233.680;129.230;267.650;  3.899; 16.728;110.157
2024-05-10 10:05:00;221.750;255.051; 70.750;125.667;1283.600;118.606;155.256;330.347;435.276;   null;399.000;108.389; 87.720;160.151;203.200;205.937;281.297;102.251;165.036; 96.267;199.280;178.100;   null;197.570;196.200;112.570; 25.820;230.090;125.890;266.300;  5.247; 17.185;109.427
2024-05-10 10:06:00;222.350;257.885; 64.817;123.867;1277.800;113.932;153.021;337.476;429.523;   null;408.000;107.776; 90.130;167.610;204.667;207.772;278.964; 97.996;161.918; 91.200;199.780;172.710;249.900;197.530;197.490;113.200; 26.180;230.150;128.990;269.380;  4.410; 16.925;110.631
2024-05-10 10:07:00;219.933;255.420; 72.683;121.133;1286.800;114.498;154.662;336.204;430.675;   null;409.000;104.540; 89.430;168.537;210.133;208.907;273.046;101.460;163.979; 91.733;200.560;177.260;250.400;195.690;201.320;114.440; 26.880;228.770;129.950;269.490;  4.189; 15.991;107.710
2024-05-10 10:08:00;216.383;250.177; 69.717;127.950;1267.300;115.313;155.104;327.858;426.298;   null;408.000;105.175; 89.810;168.433;202.800;207.983;275.568; 99.865;163.689; 99.333;197.060;177.530;   null;193.560;196.490;113.260; 24.490;233.030;128.060;267.810;  4.626; 16.588;108.698
2024-05-10 10:09:00;221.783;258.952; 70.217;125.333;1292.100;120.780;154.068;331.033;434.083;   null;403.000;106.127; 89.090;167.187;206.400;208.907;284.729; 99.038;163.814; 95.867;202.710;180.870;252.300;192.790;198.920;114.550; 25.960;228.470;129.910;268.560;  4.061; 16.722;109.536
2024-05-10 10:10:00;219.883;262.413; 71.083;118.850;1261.700;116.964;150.666;332.176;426.015;   null;410.000;100.321; 93.510;168.444;205.867;209.111;271.456; 99.431;162.924; 96.400;196.810;176.870;249.300;195.280;204.600;113.700; 27.200;229.000;127.350;262.090;  4.771; 16.783;107.968
2024-05-10 10:11:00;217.117;258.324; 67.733;122.617;1302.500;117.881;152.913;329.786;428.532;   null;406.000;106.893; 88.410;172.160;201.867;208.907;281.257;100.462;164.802; 96.933;201.370;177.570;250.500;197.740;199.400;112.920; 25.580;229.320;128.700;267.160;  4.333; 17.560;108.333
2024-05-10 10:12:00;220.567;255.721; 67.217;122.800;1307.000;114.431;157.292;335.628;419.252;   null;406.000;103.541; 90.130;168.155;201.600;205.226;277.992; 95.755;159.324; 96.133;196.810;175.660;253.300;199.770;199.830;115.940; 25.630;228.950;127.270;269.910;  4.643; 17.453;106.874
2024-05-10 10:13:00;221.600;256.980; 70.433;125.217;1279.200;116.973;149.702;330.502;424.034;   null;405.000;104.671; 89.330;170.368;207.600;207.769;275.030;100.058;163.024; 93.467;201.290;178.920;246.200;200.090;200.020;113.890; 26.060;227.720;126.980;268.710;  4.261; 16.811;111.981
2024-05-10 10:14:00;218.683;263.548; 74.400;121.867;1290.500;118.041;154.275;328.689;428.482;   null;404.000;104.617; 90.120;164.645;203.733;210.743;277.215; 97.666;164.258; 93.600;198.910;175.720;   null;198.530;197.050;111.840; 26.140;230.920;127.880;271.990;  4.789; 17.009;108.698
2024-05-10 10:15:00;225.333;262.901; 68.967;123.083;1293.900;115.204;154.357;338.574;433.820;   null;404.000;107.467; 86.110;162.852;204.133;208.687;272.908;101.655;165.362; 94.400;199.750;173.720;246.000;197.490;201.770;112.980; 26.400;224.170;128.150;267.020;  4.989; 16.779;106.874
2024-05-10 10:16:00;222.000;258.971; 72.150;122.483;1271.400;115.041;149.825;331.619;432.263;   null;412.000;105.353; 91.710;161.779;202.933;211.447;279.181;100.280;161.605; 96.400;200.590;177.050;244.400;195.830;207.480;113.410; 27.060;229.920;129.790;266.690;  4.263; 16.991;110.777
2024-05-10 10:17:00;224.883;264.298; 68.233;124.317;1278.000;115.839;152.675;332.630;429.028;   null;414.000;103.665; 89.340;165.774;196.667;211.940;279.676; 98.780;159.740; 94.400;197.610;174.080;   null;194.940;211.040;114.710; 25.580;228.390;129.170;265.350;  3.932; 17.126;107.027
2024-05-10 10:18:00;221.633;284.008; 73.133;124.550;1300.400;114.764;150.057;333.735;432.890;   null;398.000;104.006; 87.200;171.359;203.467;204.804;276.718; 99.094;166.347; 92.533;198.680;175.550;244.200;193.050;204.880;115.150; 26.050;227.870;127.520;268.960;  4.496; 16.560;111.759
2024-05-10 10:19:00;224.700;256.452; 75.867;124.500;1270.800;117.633;156.571;326.540;426.440;   null;405.000;102.992; 88.240;167.366;204.933;206.643;279.078; 97.195;163.089; 96.267;197.310;179.030;249.000;197.220;199.760;111.900; 26.190;228.560;126.390;264.640;  4.241; 16.572;109.939
2024-05-10 10:20:00;220.367;268.080; 71.167;122.950;1291.500;115.534;153.500;329.611;432.487;   null;400.000;108.302; 91.040;162.449;201.600;212.857;278.373;100.295;161.680; 92.933;196.950;177.740;250.500;193.910;200.920;112.320; 26.980;224.620;129.100;269.420;  4.459; 17.214;107.284
2024-05-10 10:21:00;216.817;259.125; 69.933;120.533;1260.100;118.919;150.903;330.455;428.665;   null;404.000;103.193; 86.260;165.503;203.733;212.642;275.573; 98.117;164.780; 95.600;197.760;176.310;   null;195.510;200.240;110.840; 26.790;232.750;128.110;269.750;  4.805; 17.383;105.830
2024-05-10 10:22:00;222.433;270.491; 70.183;121.367;1307.800;115.666;154.033;322.506;425.712;   null;408.000;102.907; 89.530;163.073;204.800;211.940;267.549; 96.046;159.862; 92.667;199.130;179.420;247.200;198.960;205.690;112.190; 26.220;228.250;129.210;266.330;  4.113; 17.152;110.303
2024-05-10 10:23:00;221.200;260.682; 73.883;117.717;1274.400;117.631;148.026;332.329;427.350;   null;423.000;104.842; 90.180;163.682;202.800;217.443;271.671; 97.777;163.901; 95.333;199.170;173.810;   null;189.180;209.410;115.730; 26.670;229.420;127.260;267.880;  4.386; 16.602;109.830
2024-05-10 10:24:00;222.333;266.464; 69.983;123.500;1277.600;112.894;159.175;325.043;428.907;   null;407.000;110.437; 89.730;166.663;199.200;206.232;274.280;100.502;164.797; 94.133;195.560;178.270;246.200;196.100;203.930;109.750; 25.990;229.310;128.880;272.070;  4.842; 16.481;106.921
2024-05-10 10:25:00;228.333;261.155; 73.567;119.700;1281.200;119.431;151.173;328.700;434.176;   null;400.000;108.363; 92.240;167.668;204.000;210.385;274.167;103.406;160.081; 98.133;199.950;179.840;250.600;189.660;194.220;112.770; 27.410;229.940;131.380;267.220;  4.824; 16.480;108.995
2024-05-10 10:26:00;222.450;269.063; 69.250;125.333;1269.200;118.034;154.565;333.361;436.057;   null;402.000;101.824; 87.220;166.050;202.267;207.849;276.608;100.029;162.278; 95.467;200.190;174.340;248.200;198.170;200.390;111.680; 25.960;223.240;128.420;269.800;  4.387; 17.183;107.542
2024-05-10 10:27:00;218.217;275.504; 71.633;125.133;1287.600;117.807;155.840;325.905;428.159;   null;400.000;103.426; 91.820;166.523;206.533;211.729;278.881;103.031;163.648; 95.733;197.270;176.650;252.500;195.850;210.100;113.060; 25.730;230.410;128.050;268.670;  4.515; 16.173;109.358
2024-05-10 10:28:00;224.367;266.821; 71.617;118.717;1286.400;115.315;154.914;334.256;433.478;   null;400.000;105.886; 89.670;170.746;206.400;215.179;278.869; 99.684;165.113; 94.800;196.530;177.920;   null;201.740;201.410;113.990; 28.310;234.250;129.210;269.630;  4.459; 17.135;103.182
2024-05-10 10:29:00;218.983;278.913; 73.583;122.700;1282.900;119.050;150.783;326.653;426.632;   null;415.000;104.161; 88.390;167.056;204.667;211.942;276.304; 99.341;163.118; 97.333;195.800;172.920;243.400;199.440;193.380;112.230; 26.380;227.530;129.760;270.350;  5.096; 17.684;110.303
2024-05-10 10:30:00;218.050;271.038; 70.717;118.983;1294.200;118.411;150.500;335.909;427.563;   null;401.000;103.882; 88.520;165.534;200.533;207.561;277.820;102.346;166.666; 95.867;200.790;174.000;250.100;193.180;202.020;113.410; 26.370;227.790;129.540;266.840;  4.294; 16.748;107.027
2024-05-10 10:31:00;222.017;265.702; 71.100;126.750;1268.300;118.593;156.255;332.965;428.978;   null;407.000;102.087; 90.300;162.069;199.467;213.775;276.541; 99.933;158.292; 94.267;202.300;174.650;252.100;196.170;197.210;113.590; 26.140;225.730;129.230;269.310;  4.750; 17.267;110.194
2024-05-10 10:32:00;221.150;257.762;123.333;123.833;1280.300;118.702;155.310;329.736;420.231;   null;401.000;100.230; 88.400;167.928;205.867;206.444;276.788; 96.888;159.154; 95.600;194.540;178.990;   null;197.370;200.670;112.220; 26.390;226.930;127.130;270.780;  4.676; 16.777;106.193
2024-05-10 10:33:00;220.883;256.546; 75.267;125.400;1293.100;119.879;152.335;330.528;424.519;   null;410.000; 95.889; 91.620;164.488;204.400;211.456;274.017; 97.644;164.264; 93.067;193.670;175.480;   null;194.610;202.120;113.220; 26.500;227.440;129.990;264.810;  4.185; 16.806;109.721
2024-05-10 10:34:00;216.817;263.333; 68.650;123.750;1269.800;114.933;147.896;327.911;427.654;   null;402.000;104.277; 88.320;164.093;205.333;204.096;278.146;100.874;158.066; 97.333;198.880;177.050;252.800;194.400;207.120;110.790; 27.470;230.500;128.030;266.720;  4.550; 16.044;108.995
2024-05-10 10:35:00;219.183;261.522; 70.083;123.300;1301.000;112.761;154.400;332.306;426.117;   null;402.000;104.571; 89.470;164.392;205.867;216.044;279.084;102.488;163.566; 95.733;199.600;178.470;   null;201.520;201.520;111.260; 26.240;228.550;128.460;269.860;  4.787; 15.603;110.085
2024-05-10 10:36:00;224.283;259.272; 73.950;120.367;1254.500;119.735;153.516;330.821;430.667;   null;411.000;101.228; 89.850;166.235;200.533;202.464;280.868; 99.730;160.426; 97.067;197.730;180.100;254.700;197.010;209.300;115.190; 25.010;226.420;128.110;264.860;  4.750; 16.413;108.375
2024-05-10 10:37:00;223.067;261.416; 73.500;120.067;1274.500;117.424;152.424;333.472;425.571;   null;412.000;104.989; 92.140;163.792;205.067;208.900;271.282; 95.549;159.918; 95.867;197.790;176.060;   null;194.040;199.210;112.110; 25.900;228.260;126.220;266.030;  4.478; 17.833;105.466
2024-05-10 10:38:00;216.550;261.733; 68.933;118.767;1291.600;119.278;152.110;330.966;434.409;   null;412.000;102.296; 89.860;169.258;206.533;204.099;274.142; 99.721;166.014; 92.400;200.650;175.330;246.300;201.670;200.260;116.420; 26.230;230.290;128.280;269.960;  4.585; 17.264;112.851
2024-05-10 10:39:00;219.467;257.305; 72.050;123.750;1278.700;116.703;154.804;338.402;432.237;   null;410.000;102.397; 85.500;169.567;203.333;210.745;281.877; 96.918;162.112; 96.267;199.760;177.150;248.800;195.890;203.830;113.040; 26.520;228.400;127.810;268.080;  4.258; 16.467;105.466
2024-05-10 10:40:00;216.400;260.047; 68.350;124.167;1283.600;118.976;152.913;323.128;428.170;   null;410.000;103.859; 93.330;163.746;206.667;212.577;282.725; 95.427;160.333; 98.267;200.910;175.460;246.200;196.510;200.100;110.970; 25.910;223.640;127.690;271.840;  4.567; 17.519;109.830
2024-05-10 10:41:00;221.850;256.674; 71.050;122.017;1262.700;120.278;151.455;332.149;431.296;   null;403.000;103.681; 86.170;161.428;202.667;212.590;283.526; 95.719;163.203; 96.667;197.980;179.060;251.800;196.480;206.270;110.360; 26.440;223.490;128.780;271.050;  3.965; 16.449;108.119
2024-05-10 10:42:00;220.783;262.717; 68.933;118.383;1285.900;117.213;151.688;328.966;434.028;   null;407.000;102.173; 90.420;167.662;203.467;210.528;280.825; 99.341;160.732; 95.467;198.450;180.600;251.100;201.330;202.890;115.360; 26.480;228.420;129.370;269.770;  4.548; 16.829;111.395
2024-05-10 10:43:00;219.817;260.960; 67.267;124.283;1265.700;116.411;151.776;326.495;432.511;   null;416.000;106.180; 91.680;160.354;203.467;204.510;280.738; 99.803;168.168; 96.533;200.400;175.580;   null;191.690;199.810;111.740; 26.180;226.830;130.160;271.760;  4.365; 17.210;108.012
2024-05-10 10:44:00;217.283;262.453; 69.083;121.783;1291.300;115.778;149.572;325.332;426.836;   null;417.000;103.418; 91.840;169.866;206.000;210.750;278.735; 98.844;161.595; 94.400;199.210;178.860;251.700;200.750;199.870;113.180; 26.290;227.080;128.520;266.620;  4.638; 17.042;106.557
2024-05-10 10:45:00;217.200;256.745; 70.350;125.233;1276.100;119.053;155.845;331.030;434.152;   null;413.000;101.831; 89.800;164.306;201.467;209.817;273.291;104.244;162.669; 95.733;199.210;180.170;   null;197.650;199.860;111.320; 27.530;230.410;127.070;267.150;  4.201; 15.939;109.939
2024-05-10 10:46:00;216.983;246.871; 67.817;122.100;1298.300;119.375;149.386;333.148;433.504;   null;412.000;101.553; 88.030;164.295;207.467;205.430;279.123; 97.356;159.868; 94.400;201.880;179.460;244.800;196.560;203.890;111.880; 25.560;229.100;128.170;270.580;  4.583; 15.755;107.755
2024-05-10 10:47:00;221.000;255.972; 67.600;121.783;1271.600;118.888;153.384;328.906;429.264;   null;403.000;103.697; 85.210;163.998;198.267;205.430;266.581; 98.087;161.957; 95.600;201.430;176.860;   null;197.700;192.290;113.190; 26.700;228.640;127.450;268.250;  4.383; 16.258;108.119
2024-05-10 10:48:00;214.750;257.009; 69.800;123.550;1274.400;118.353;155.096;336.337;429.355;   null;400.000;103.085; 89.010;163.211;208.533;210.033;271.360; 97.389;166.799; 94.400;198.640;175.750;249.200;199.130;208.620;112.540; 26.440;228.960;128.680;272.650;  4.910; 17.297;109.830
2024-05-10 10:49:00;217.467;258.134; 68.867;120.900;1277.100;117.796;154.448;332.074;435.447;   null;399.000;105.329; 87.330;167.877;206.933;206.551;274.614;100.634;162.036; 92.933;195.040;177.660;   null;199.200;199.770;112.840; 25.330;229.900;129.020;264.880;  4.074; 16.701;107.391
2024-05-10 10:50:00;223.150;258.380; 71.217;119.967;1264.000;115.490;154.827;334.732;425.692;   null;411.000;104.339; 91.650;162.573;211.467;211.174;275.116; 98.733;164.441; 92.667;197.290;175.850;   null;195.770;200.870;115.350; 25.470;231.650;127.330;265.590;  4.584; 17.129;108.739
2024-05-10 10:51:00;222.217;258.537; 67.217;122.617;1271.000;117.769;158.870;332.384;423.972;   null;406.000;105.817; 87.270;162.660;208.800;214.153;276.441; 99.632;161.014; 96.000;196.880;182.320;   null;200.000;196.680;116.760; 25.980;226.370;128.660;269.460;  4.274; 16.977;109.721
2024-05-10 10:52:00;222.433;255.412; 69.183;122.250;1292.800;118.004;155.583;334.470;429.983;   null;404.000;102.280; 87.010;167.736;208.533;213.012;271.495;101.584;163.377; 93.867;199.420;178.730;250.900;199.820;203.030;111.070; 25.830;232.390;125.220;266.500;  4.728; 16.704;107.905
2024-05-10 10:53:00;217.033;254.006; 69.083;117.133;1280.300;112.876;153.239;337.522;430.529;   null;411.000;105.082; 91.200;167.861;200.267;203.078;277.701; 99.382;166.114; 96.933;203.130;175.150;   null;201.190;201.660;111.400; 25.800;230.560;130.330;273.400;  5.257; 16.674;105.830
2024-05-10 10:54:00;225.267;253.866; 68.150;127.583;1296.200;119.761;153.523;337.105;428.101;   null;399.000;105.259; 90.190;169.286;204.533;201.745;279.669;101.552;168.840; 96.800;198.030;178.930;249.600;195.780;199.170;110.590; 25.800;227.340;128.870;267.920;  5.256; 17.024;110.085
2024-05-10 10:55:00;221.283;255.061; 75.550;123.617;1290.300;118.039;152.767;329.567;427.898;   null;405.000;102.529; 89.570;165.242;206.400;213.014;279.911;101.335;162.369; 98.000;203.090;182.140;248.600;201.820;199.180;113.520; 27.300;225.970;129.430;270.120;  4.511; 16.339;108.739
2024-05-10 10:56:00;219.700;258.502; 68.150;125.350;1297.600;114.356;151.779;331.828;432.291;   null;405.000;104.811; 88.770;168.013;202.267;207.483;282.223;103.179;166.411; 93.467;198.780;173.450;250.900;198.280;206.450;111.160; 26.720;231.410;129.920;267.540;  4.548; 16.675;106.452
2024-05-10 10:57:00;217.800;251.882; 72.833;121.400;1276.000;119.302;153.154;332.180;424.751;   null;404.000;107.874; 86.030;165.102;204.933;214.369;277.038; 95.970;159.962; 94.800;200.370;175.690;245.500;201.420;196.620;112.780; 26.150;226.150;128.180;268.750;  5.057; 16.462;107.284
2024-05-10 10:58:00;221.667;255.411; 70.567;121.350;1286.000;118.736;154.582;333.953;430.864;   null;400.000;101.316; 87.390;169.305;205.200;211.385;282.486; 98.091;162.697; 94.933;204.350;179.030;252.500;201.260;206.150;112.650; 25.600;229.330;129.860;262.390;  4.548; 16.460;109.103
2024-05-10 10:59:00;218.217;262.120; 71.933;121.533;1291.200;114.849;155.891;332.832;427.798;   null;406.000;105.391; 86.720;167.101;206.133;215.073;274.814; 98.284;168.616; 95.600;194.640;174.540;251.500;191.320;207.460;114.820; 26.350;225.900;129.240;267.040;  4.420; 18.019;106.557
2024-05-10 11:00:00;218.250;257.658; 73.100;122.800;1284.100;117.907;153.088;343.424;435.957;   null;400.000;103.643; 90.180;163.335;199.600;209.745;273.025; 98.195;159.268; 96.000;203.440;173.990;244.300;197.210;204.630;115.650; 27.550;230.340;130.390;271.820;  4.403; 16.612;113.831
2024-05-10 11:01:00;219.033;259.538; 75.250;119.983;1300.000;119.710;150.612;332.945;426.118;   null;403.000;103.635; 88.920;170.831;198.933;211.376;274.791;102.273;163.114; 92.933;199.050;173.070;247.200;192.430;200.860;114.070; 26.160;223.750;127.590;266.790;  4.274; 16.445;108.012
2024-05-10 11:02:00;220.383;258.678; 73.167;119.100;1288.400;115.706;152.941;331.791;431.240;   null;410.000;105.097; 90.030;166.108;209.600;206.768;271.179;101.952;165.565; 94.800;197.010;175.630;245.200;195.030;199.660;115.050; 25.890;234.640;126.010;269.550;  4.693; 16.933;110.667
2024-05-10 11:03:00;217.100;260.311; 72.633;124.767;1272.900;116.683;151.955;329.694;422.798;   null;404.000;105.360; 89.990;164.783;205.733;205.637;275.232; 99.823;164.002; 95.333;204.030;177.440;242.400;195.390;207.380;110.530; 25.770;230.650;127.100;265.630;  4.729; 17.269;114.922
2024-05-10 11:04:00;221.933;256.976; 70.217;124.417;1285.500;115.835;158.991;329.477;430.389;   null;411.000;106.334; 91.110;167.033;201.200;206.558;267.928; 98.531;157.055; 95.467;201.470;177.900;256.800;199.020;201.760;110.770; 27.550;229.660;128.660;270.850;  4.384; 16.967;109.830
2024-05-10 11:05:00;224.867;265.964; 71.183;120.883;1286.200;117.654;153.849;329.065;425.318;   null;414.000;101.332; 88.070;163.414;197.467;214.375;279.750;100.276;161.509; 96.400;203.820;178.620;245.100;195.340;205.150;112.630; 25.550;229.720;128.430;266.700;  4.476; 16.721;108.375
2024-05-10 11:06:00;219.967;261.558; 71.683;125.217;1288.300;119.787;153.723;331.268;432.342;   null;409.000;107.940; 83.570;156.222;208.800;204.915;277.119;101.596;161.634; 95.600;198.220;169.890;   null;199.830;202.840;112.040; 26.230;223.050;128.050;268.770;  4.203; 17.837;109.103
2024-05-10 11:07:00;218.133;255.505; 66.450;119.350;1290.700;117.161;151.543;336.991;433.577;   null;404.000;103.273; 92.970;168.252;208.267;210.458;274.275;100.224;160.207; 95.467;196.760;174.250;   null;198.400;201.560;113.700; 26.450;227.190;129.070;270.550;  4.750; 17.030;109.575
2024-05-10 11:08:00;224.117;259.962; 74.633;117.817;1298.600;114.735;151.171;331.358;425.905;   null;407.000;107.020; 90.530;161.800;207.200;206.979;270.252; 98.928;164.153; 94.533;195.460;178.550;248.800;201.500;209.180;116.600; 26.050;232.480;129.160;264.000;  4.313; 16.771;106.039
2024-05-10 11:09:00;221.917;252.962; 71.667;123.633;1273.700;112.809;155.543;330.994;429.751;   null;407.000;102.276; 90.910;164.531;204.267;201.225;275.400; 95.042;162.371; 96.400;202.690;175.520;247.800;195.640;199.790;113.950; 26.680;236.260;128.000;270.450;  4.458; 17.259;108.483
2024-05-10 11:10:00;216.300;263.181; 70.183;122.400;1274.700;119.043;157.936;331.621;438.273;   null;400.000;105.421; 90.460;160.628;201.867;211.380;272.605;102.844;164.483; 99.600;196.860;179.910;   null;194.580;197.080;112.240; 25.870;231.620;129.600;271.320;  4.203; 16.721;111.759
2024-05-10 11:11:00;220.900;258.717; 72.600;119.233;1270.600;113.591;152.549;333.673;435.074;   null;414.000;102.694; 88.540;168.182;199.467;211.172;272.409; 98.352;164.621; 92.267;199.750;178.190;251.200;198.130;202.230;113.310; 26.810;229.570;128.030;270.450;  5.093; 16.549;109.939
2024-05-10 11:12:00;218.950;263.154; 68.333;124.067;1264.400;120.351;153.936;328.653;432.594;   null;407.000;102.331; 87.380;162.697;208.533;204.718;269.959; 99.185;164.912; 93.467;202.670;181.070;247.600;195.920;203.700;114.370; 26.820;225.800;129.350;267.030;  4.039; 17.113;106.663
2024-05-10 11:13:00;219.717;257.717; 71.650;121.917;1278.800;117.058;152.828;333.160;424.235;   null;405.000;102.802; 88.540;168.962;203.067;213.937;274.876;102.022;160.191; 92.667;196.030;176.350;242.200;196.930;200.330;113.350; 25.610;228.850;129.150;271.370;  4.238; 16.029;107.284
2024-05-10 11:14:00;220.300;252.788; 72.167;121.900;1289.500;113.865;152.824;334.745;427.291;   null;408.000; 99.550; 90.030;165.687;207.067;210.253;272.380;100.684;165.563; 95.067;196.650;175.820;   null;198.560;200.360;113.520; 26.100;230.600;127.360;269.610;  4.347; 16.317;108.847
2024-05-10 11:15:00;219.933;260.313; 69.917;121.583;1272.600;116.949;152.508;328.965;428.051;   null;406.000;106.718; 91.730;164.635;208.933;207.690;274.541;100.130;161.711; 95.467;200.560;180.670;   null;199.630;200.830;114.850; 25.930;229.810;130.330;269.900;  4.657; 17.479;106.299
